event_id,player_id,controller_id,controller_serial,event_date,primary_issue,issue_confidence,right_stick_drift_score,left_stick_drift_score,disconnect_frequency_score,battery_health_percent,session_hours_l30d,firmware_version,platform_version
TEL-007901,PLAYER395,CTRL-0445,ZCT1W-B2237362,2024-05-25,RIGHT_STICK_DRIFT,MEDIUM,0.83,0.75,0.15,87,28.3,3.02,1.06
TEL-007902,PLAYER195,CTRL-0218,ZCT1W-R8650368,2024-05-16,BATTERY_DEGRADATION,MEDIUM,0.34,0.22,0.13,76,49.9,3.02,1.06
TEL-007903,PLAYER225,CTRL-0251,ZCT2E-E4686979,2024-04-15,RIGHT_STICK_DRIFT,MEDIUM,0.86,0.76,0.10,82,71.4,3.02,1.06
TEL-007904,PLAYER728,CTRL-0829,ZCT1W-L5130922,2024-04-23,NONE,LOW,0.05,0.00,0.10,88,62.4,3.02,1.06
TEL-007905,PLAYER740,CTRL-0845,ZCT1W-M7743748,2024-04-21,NONE,LOW,0.16,0.00,0.05,71,9.5,3.02,1.06
TEL-007906,PLAYER115,CTRL-0128,ZCT2E-G7634775,2024-04-18,BATTERY_DEGRADATION,MEDIUM,0.17,0.00,0.24,93,19.3,3.02,1.06
TEL-007907,PLAYER553,CTRL-0627,ZCT2E-P7883587,2024-05-25,NONE,LOW,0.12,0.03,0.05,87,26.8,3.02,1.06
TEL-007908,PLAYER572,CTRL-0648,ZCT2E-X5947259,2024-05-25,RIGHT_STICK_MODULE,MEDIUM,0.68,0.61,0.17,90,48.9,3.02,1.06
TEL-007909,PLAYER635,CTRL-0718,ZCT1W-N8046664,2024-05-24,NONE,LOW,0.22,0.15,0.05,81,80.0,3.02,1.06
TEL-007910,PLAYER160,CTRL-0180,ZCT1W-L7833134,2024-05-19,NONE,LOW,0.09,0.00,0.12,70,77.2,3.02,1.06
TEL-007911,PLAYER355,CTRL-0400,ZCT1W-J5663517,2024-05-15,DISCONNECT_FIRMWARE,MEDIUM,0.17,0.10,0.53,87,41.0,3.00,1.06
TEL-007912,PLAYER406,CTRL-0459,ZCT2E-K2839032,2024-05-23,NONE,LOW,0.08,0.00,0.06,75,28.9,3.02,1.06
TEL-007913,PLAYER377,CTRL-0425,ZCT1W-F7179080,2024-05-16,NONE,LOW,0.13,0.00,0.06,75,8.9,3.02,1.06
TEL-007914,PLAYER281,CTRL-0317,ZCT1W-J6852648,2024-05-09,RIGHT_STICK_MODULE,MEDIUM,0.66,0.50,0.06,79,25.8,3.02,1.06
TEL-007915,PLAYER683,CTRL-0776,ZCT1W-U2653843,2024-06-05,DISCONNECT_FIRMWARE,MEDIUM,0.28,0.17,0.84,67,64.8,3.01,1.06
TEL-007916,PLAYER914,CTRL-1049,ZCT2E-U9900636,2024-05-19,RIGHT_STICK_DRIFT,HIGH,0.82,0.75,0.08,83,42.3,3.02,1.06
TEL-007917,PLAYER397,CTRL-0449,ZCT2E-Q3964907,2024-05-14,NONE,LOW,0.05,0.00,0.14,87,93.6,3.02,1.06
TEL-007918,PLAYER033,CTRL-0036,ZCT2E-L3064357,2024-04-21,RIGHT_STICK_DRIFT,MEDIUM,0.87,0.70,0.06,73,51.6,3.02,1.06
TEL-007919,PLAYER440,CTRL-0496,ZCT1W-N1288778,2024-05-09,DISCONNECT_FIRMWARE,MEDIUM,0.23,0.13,0.70,78,54.7,3.01,1.06
TEL-007920,PLAYER728,CTRL-0829,ZCT1W-L5130922,2024-06-08,NONE,LOW,0.07,0.00,0.15,69,47.8,3.02,1.06
TEL-007921,PLAYER435,CTRL-0491,ZCT1W-T3547579,2024-04-19,NONE,LOW,0.06,0.00,0.14,65,29.6,3.02,1.06
TEL-007922,PLAYER721,CTRL-0821,ZCT1W-L7455092,2024-04-12,NONE,LOW,0.20,0.14,0.07,89,54.3,3.02,1.06
TEL-007923,PLAYER548,CTRL-0621,ZCT1W-U5854470,2024-05-10,DISCONNECT_FIRMWARE,MEDIUM,0.13,0.00,0.79,88,37.2,3.01,1.06
TEL-007924,PLAYER251,CTRL-0282,ZCT1W-S9851473,2024-04-16,DISCONNECT_FIRMWARE,MEDIUM,0.26,0.21,0.46,84,13.0,3.00,1.06
TEL-007925,PLAYER653,CTRL-0738,ZCT1W-J4097522,2024-05-04,RIGHT_STICK_DRIFT,MEDIUM,0.82,0.71,0.04,93,78.2,3.02,1.06
TEL-007926,PLAYER615,CTRL-0694,ZCT2E-M8479960,2024-04-20,NONE,LOW,0.15,0.08,0.09,73,83.8,3.02,1.06
TEL-007927,PLAYER552,CTRL-0626,ZCT1W-T6604510,2024-05-13,RIGHT_STICK_MODULE,MEDIUM,0.73,0.57,0.10,93,52.9,3.02,1.06
TEL-007928,PLAYER948,CTRL-1089,ZCT2E-Q3523050,2024-04-27,NONE,LOW,0.06,0.00,0.05,94,89.6,3.02,1.06
TEL-007929,PLAYER870,CTRL-0994,ZCT1W-K1587080,2024-04-13,DISCONNECT_FIRMWARE,MEDIUM,0.26,0.11,0.86,95,32.6,3.00,1.06
TEL-007930,PLAYER904,CTRL-1038,ZCT2E-H8460264,2024-04-15,NONE,LOW,0.09,0.00,0.15,78,19.7,3.02,1.06
TEL-007931,PLAYER291,CTRL-0328,ZCT2E-H7480045,2024-06-03,NONE,LOW,0.21,0.16,0.02,85,71.4,3.02,1.06
TEL-007932,PLAYER289,CTRL-0325,ZCT2E-E6875686,2024-04-21,NONE,LOW,0.09,0.04,0.10,93,114.8,3.02,1.06
TEL-007933,PLAYER044,CTRL-0049,ZCT1W-P3575158,2024-05-31,DISCONNECT_FIRMWARE,MEDIUM,0.34,0.14,0.67,89,111.7,3.01,1.06
TEL-007934,PLAYER228,CTRL-0254,ZCT1W-J3901779,2024-06-04,NONE,LOW,0.15,0.00,0.12,67,83.8,3.02,1.06
TEL-007935,PLAYER425,CTRL-0480,ZCT1W-K8510091,2024-04-12,NONE,LOW,0.20,0.11,0.13,76,79.8,3.02,1.06
TEL-007936,PLAYER912,CTRL-1047,ZCT1W-E6038921,2024-04-21,RIGHT_STICK_DRIFT,MEDIUM,0.87,0.70,0.15,68,10.6,3.02,1.06
TEL-007937,PLAYER514,CTRL-0583,ZCT2E-W4017812,2024-05-14,RIGHT_STICK_MODULE,MEDIUM,0.63,0.57,0.23,67,36.5,3.02,1.06
TEL-007938,PLAYER113,CTRL-0126,ZCT2E-A2785812,2024-05-01,RIGHT_STICK_DRIFT,MEDIUM,0.90,0.72,0.03,83,100.8,3.02,1.06
TEL-007939,PLAYER968,CTRL-1113,ZCT2E-E1009619,2024-05-20,NONE,LOW,0.07,0.01,0.15,80,60.5,3.02,1.06
TEL-007940,PLAYER713,CTRL-0812,ZCT1W-G5174163,2024-05-26,RIGHT_STICK_MODULE,MEDIUM,0.59,0.50,0.05,81,21.8,3.02,1.06
TEL-007941,PLAYER236,CTRL-0265,ZCT1W-D5664879,2024-06-07,DISCONNECT_FIRMWARE,MEDIUM,0.29,0.10,0.66,70,68.4,2.98,1.06
TEL-007942,PLAYER592,CTRL-0670,ZCT2E-S5760630,2024-06-10,RIGHT_STICK_MODULE,MEDIUM,0.61,0.55,0.22,76,22.4,3.02,1.06
TEL-007943,PLAYER525,CTRL-0595,ZCT2E-B7195765,2024-04-16,RIGHT_STICK_DRIFT,HIGH,0.74,0.57,0.14,67,64.0,3.02,1.06
TEL-007944,PLAYER645,CTRL-0729,ZCT2E-B7325627,2024-05-25,RIGHT_STICK_MODULE,MEDIUM,0.49,0.37,0.11,87,68.5,3.02,1.06
TEL-007945,PLAYER006,CTRL-0006,ZCT1W-U7169603,2024-05-19,NONE,LOW,0.20,0.02,0.05,93,55.4,3.02,1.06
TEL-007946,PLAYER686,CTRL-0780,ZCT2E-D5903591,2024-04-19,DISCONNECT_FIRMWARE,MEDIUM,0.08,0.02,0.61,85,110.1,3.00,1.06
TEL-007947,PLAYER263,CTRL-0297,ZCT2E-G5932600,2024-05-16,NONE,LOW,0.06,0.00,0.14,89,54.1,3.02,1.06
TEL-007948,PLAYER772,CTRL-0883,ZCT1W-N3891398,2024-06-04,RIGHT_STICK_DRIFT,MEDIUM,0.74,0.69,0.10,79,27.6,3.02,1.06
TEL-007949,PLAYER219,CTRL-0244,ZCT2E-G7556539,2024-05-29,NONE,LOW,0.19,0.12,0.01,73,74.1,3.02,1.06
TEL-007950,PLAYER760,CTRL-0869,ZCT2E-U7476923,2024-05-12,RIGHT_STICK_MODULE,MEDIUM,0.65,0.52,0.11,92,61.9,3.02,1.06
TEL-007951,PLAYER383,CTRL-0432,ZCT1W-L5078093,2024-05-08,RIGHT_STICK_DRIFT,MEDIUM,0.71,0.53,0.03,67,47.9,3.02,1.06
TEL-007952,PLAYER862,CTRL-0986,ZCT1W-K1207372,2024-04-14,NONE,LOW,0.04,0.00,0.04,85,64.9,3.02,1.06
TEL-007953,PLAYER037,CTRL-0042,ZCT1W-X1750538,2024-05-01,NONE,LOW,0.17,0.07,0.15,86,87.0,3.02,1.06
TEL-007954,PLAYER524,CTRL-0594,ZCT1W-Q5726375,2024-05-07,NONE,LOW,0.20,0.01,0.01,95,24.9,3.02,1.06
TEL-007955,PLAYER234,CTRL-0263,ZCT2E-A6517512,2024-05-03,BATTERY_DEGRADATION,MEDIUM,0.27,0.12,0.21,62,35.6,3.02,1.06
TEL-007956,PLAYER809,CTRL-0924,ZCT1W-C2033804,2024-04-18,DISCONNECT_FIRMWARE,MEDIUM,0.12,0.03,0.54,93,62.5,3.01,1.06
TEL-007957,PLAYER837,CTRL-0957,ZCT2E-P1183106,2024-04-17,DISCONNECT_FIRMWARE,MEDIUM,0.09,0.00,0.50,87,43.1,3.00,1.06
TEL-007958,PLAYER860,CTRL-0984,ZCT1W-G6009840,2024-05-07,RIGHT_STICK_MODULE,MEDIUM,0.70,0.60,0.23,94,117.9,3.02,1.06
TEL-007959,PLAYER686,CTRL-0779,ZCT2E-X1430177,2024-04-14,DISCONNECT_FIRMWARE,MEDIUM,0.25,0.10,0.65,78,37.8,3.00,1.06
TEL-007960,PLAYER165,CTRL-0185,ZCT2E-Q3201130,2024-04-26,RIGHT_STICK_DRIFT,HIGH,0.70,0.55,0.08,90,32.7,3.02,1.06
TEL-007961,PLAYER942,CTRL-1080,ZCT1W-L5650204,2024-05-19,NONE,LOW,0.09,0.02,0.07,75,62.8,3.02,1.06
TEL-007962,PLAYER934,CTRL-1072,ZCT2E-T6727732,2024-04-13,RIGHT_STICK_MODULE,MEDIUM,0.46,0.37,0.22,78,73.4,3.02,1.06
TEL-007963,PLAYER432,CTRL-0488,ZCT1W-K6057767,2024-05-29,NONE,LOW,0.04,0.00,0.14,88,14.6,3.02,1.06
TEL-007964,PLAYER787,CTRL-0900,ZCT2E-G9613805,2024-04-27,NONE,LOW,0.19,0.13,0.02,75,27.9,3.02,1.06
TEL-007965,PLAYER986,CTRL-1135,ZCT1W-E4263058,2024-05-09,RIGHT_STICK_DRIFT,MEDIUM,0.91,0.83,0.16,75,88.9,3.02,1.06
TEL-007966,PLAYER679,CTRL-0769,ZCT2E-K4768723,2024-05-07,NONE,LOW,0.20,0.14,0.05,91,16.6,3.02,1.06
TEL-007967,PLAYER103,CTRL-0114,ZCT1W-U2019943,2024-05-27,NONE,LOW,0.10,0.03,0.05,81,112.5,3.02,1.06
TEL-007968,PLAYER311,CTRL-0351,ZCT2E-P3485821,2024-04-29,NONE,LOW,0.11,0.03,0.10,89,65.2,3.02,1.06
TEL-007969,PLAYER416,CTRL-0470,ZCT2E-W4937877,2024-05-13,NONE,LOW,0.17,0.02,0.10,91,45.1,3.02,1.06
TEL-007970,PLAYER063,CTRL-0069,ZCT1W-V8527132,2024-05-16,NONE,LOW,0.13,0.04,0.03,77,83.9,3.02,1.06
TEL-007971,PLAYER140,CTRL-0157,ZCT1W-G1287807,2024-05-02,DISCONNECT_FIRMWARE,MEDIUM,0.29,0.19,0.68,77,39.9,2.98,1.06
TEL-007972,PLAYER071,CTRL-0078,ZCT1W-N6948065,2024-05-16,NONE,LOW,0.19,0.07,0.13,67,67.5,3.02,1.06
TEL-007973,PLAYER251,CTRL-0282,ZCT1W-S9851473,2024-04-18,DISCONNECT_FIRMWARE,MEDIUM,0.24,0.06,0.69,78,111.8,3.00,1.06
TEL-007974,PLAYER461,CTRL-0521,ZCT1W-E9763038,2024-05-23,NONE,LOW,0.16,0.00,0.11,94,55.9,3.02,1.06
TEL-007975,PLAYER929,CTRL-1066,ZCT2E-G6620341,2024-06-03,NONE,LOW,0.04,0.00,0.15,78,15.7,3.02,1.06
TEL-007976,PLAYER337,CTRL-0379,ZCT1W-L1996431,2024-04-09,NONE,LOW,0.04,0.00,0.04,84,34.8,3.02,1.06
TEL-007977,PLAYER560,CTRL-0635,ZCT2E-F5108127,2024-06-04,RIGHT_STICK_DRIFT,HIGH,0.66,0.52,0.15,90,50.8,3.02,1.06
TEL-007978,PLAYER491,CTRL-0554,ZCT1W-F5948143,2024-04-30,BATTERY_DEGRADATION,MEDIUM,0.34,0.27,0.23,91,75.4,3.02,1.06
TEL-007979,PLAYER574,CTRL-0650,ZCT1W-A4551099,2024-05-04,NONE,LOW,0.18,0.00,0.12,73,12.1,3.02,1.06
TEL-007980,PLAYER454,CTRL-0513,ZCT2E-E3755459,2024-04-30,RIGHT_STICK_MODULE,MEDIUM,0.57,0.38,0.22,77,108.3,3.02,1.06
TEL-007981,PLAYER590,CTRL-0668,ZCT2E-W4268180,2024-04-21,NONE,LOW,0.10,0.00,0.02,73,33.1,3.02,1.06
TEL-007982,PLAYER966,CTRL-1111,ZCT2E-U5685491,2024-04-11,NONE,LOW,0.09,0.03,0.04,66,44.3,3.02,1.06
TEL-007983,PLAYER086,CTRL-0093,ZCT2E-D5421311,2024-05-15,NONE,LOW,0.12,0.00,0.05,79,17.8,3.02,1.06
TEL-007984,PLAYER200,CTRL-0224,ZCT2E-S1547533,2024-05-06,RIGHT_STICK_MODULE,MEDIUM,0.55,0.41,0.11,81,39.3,3.02,1.06
TEL-007985,PLAYER741,CTRL-0846,ZCT1W-V5331630,2024-04-21,BATTERY_DEGRADATION,MEDIUM,0.24,0.12,0.18,54,58.6,3.02,1.06
TEL-007986,PLAYER275,CTRL-0311,ZCT2E-M5317440,2024-06-09,NONE,LOW,0.06,0.00,0.05,82,62.5,3.02,1.06
TEL-007987,PLAYER365,CTRL-0412,ZCT2E-A8380453,2024-05-08,RIGHT_STICK_MODULE,MEDIUM,0.52,0.42,0.06,95,77.5,3.02,1.06
TEL-007988,PLAYER808,CTRL-0923,ZCT2E-M5039461,2024-05-28,RIGHT_STICK_MODULE,MEDIUM,0.47,0.40,0.12,69,86.2,3.02,1.06
TEL-007989,PLAYER280,CTRL-0316,ZCT2E-W2810792,2024-04-24,NONE,LOW,0.20,0.09,0.07,85,59.2,3.02,1.06
TEL-007990,PLAYER051,CTRL-0057,ZCT2E-F6791040,2024-04-12,NONE,LOW,0.05,0.00,0.03,76,89.3,3.02,1.06
TEL-007991,PLAYER621,CTRL-0702,ZCT1W-C8230086,2024-04-16,NONE,LOW,0.12,0.03,0.10,82,74.8,3.02,1.06
TEL-007992,PLAYER450,CTRL-0507,ZCT1W-F9723129,2024-05-06,BATTERY_DEGRADATION,MEDIUM,0.31,0.18,0.08,76,69.7,3.02,1.06
TEL-007993,PLAYER658,CTRL-0743,ZCT2E-L1196503,2024-05-16,DISCONNECT_FIRMWARE,MEDIUM,0.06,0.00,0.51,89,10.3,3.00,1.06
TEL-007994,PLAYER696,CTRL-0792,ZCT2E-T6935773,2024-04-11,NONE,LOW,0.15,0.00,0.07,93,106.3,3.02,1.06
TEL-007995,PLAYER022,CTRL-0023,ZCT2E-X3822312,2024-04-14,NONE,LOW,0.13,0.00,0.10,90,15.7,3.02,1.06
TEL-007996,PLAYER894,CTRL-1023,ZCT2E-M4497183,2024-04-30,NONE,LOW,0.12,0.00,0.06,78,35.7,3.02,1.06
TEL-007997,PLAYER741,CTRL-0846,ZCT1W-V5331630,2024-04-29,BATTERY_DEGRADATION,MEDIUM,0.15,0.07,0.18,85,44.8,3.02,1.06
TEL-007998,PLAYER626,CTRL-0708,ZCT2E-F2692762,2024-05-09,NONE,LOW,0.13,0.05,0.05,69,43.4,3.02,1.06
TEL-007999,PLAYER483,CTRL-0545,ZCT2E-C3895499,2024-05-11,BATTERY_DEGRADATION,MEDIUM,0.15,0.06,0.07,74,41.1,3.02,1.06
TEL-008000,PLAYER773,CTRL-0884,ZCT2E-U4318696,2024-04-28,NONE,LOW,0.22,0.04,0.02,71,45.7,3.02,1.06
TEL-008001,PLAYER895,CTRL-1024,ZCT1W-X9243207,2024-06-06,NONE,LOW,0.07,0.00,0.04,73,82.9,3.02,1.06
TEL-008002,PLAYER295,CTRL-0333,ZCT1W-S8413874,2024-04-19,NONE,LOW,0.05,0.00,0.08,92,115.6,3.02,1.06
TEL-008003,PLAYER291,CTRL-0328,ZCT2E-H7480045,2024-05-06,NONE,LOW,0.19,0.08,0.09,72,110.5,3.02,1.06
TEL-008004,PLAYER821,CTRL-0939,ZCT2E-V5854015,2024-04-30,NONE,LOW,0.15,0.08,0.04,68,56.1,3.02,1.06
TEL-008005,PLAYER225,CTRL-0251,ZCT2E-E4686979,2024-05-18,RIGHT_STICK_DRIFT,HIGH,0.91,0.82,0.10,71,50.1,3.02,1.06
TEL-008006,PLAYER092,CTRL-0100,ZCT2E-M5706947,2024-06-05,RIGHT_STICK_MODULE,MEDIUM,0.75,0.63,0.21,88,105.9,3.02,1.06
TEL-008007,PLAYER869,CTRL-0993,ZCT2E-C5697262,2024-05-31,RIGHT_STICK_MODULE,MEDIUM,0.64,0.48,0.24,95,34.3,3.02,1.06
TEL-008008,PLAYER526,CTRL-0596,ZCT2E-A5483468,2024-05-31,DISCONNECT_FIRMWARE,MEDIUM,0.06,0.00,0.75,92,85.6,2.98,1.06
TEL-008009,PLAYER174,CTRL-0195,ZCT2E-X1715977,2024-04-25,DISCONNECT_FIRMWARE,MEDIUM,0.15,0.02,0.77,92,117.3,3.00,1.06
TEL-008010,PLAYER397,CTRL-0448,ZCT1W-A7205454,2024-05-28,NONE,LOW,0.17,0.07,0.13,67,94.3,3.02,1.06
TEL-008011,PLAYER269,CTRL-0304,ZCT2E-K5003370,2024-05-13,NONE,LOW,0.20,0.02,0.14,85,116.4,3.02,1.06
TEL-008012,PLAYER268,CTRL-0303,ZCT2E-V5831479,2024-05-26,NONE,LOW,0.20,0.08,0.14,86,103.3,3.02,1.06
TEL-008013,PLAYER516,CTRL-0585,ZCT1W-N9679668,2024-05-16,RIGHT_STICK_MODULE,MEDIUM,0.51,0.31,0.20,82,57.9,3.02,1.06
TEL-008014,PLAYER310,CTRL-0350,ZCT2E-N7472998,2024-04-17,RIGHT_STICK_DRIFT,HIGH,0.93,0.84,0.03,69,11.4,3.02,1.06
TEL-008015,PLAYER548,CTRL-0621,ZCT1W-U5854470,2024-05-14,DISCONNECT_FIRMWARE,MEDIUM,0.05,0.00,0.46,74,38.7,3.00,1.06
TEL-008016,PLAYER337,CTRL-0379,ZCT1W-L1996431,2024-04-29,NONE,LOW,0.12,0.00,0.11,91,64.0,3.02,1.06
TEL-008017,PLAYER885,CTRL-1011,ZCT2E-T3674757,2024-04-27,DISCONNECT_FIRMWARE,MEDIUM,0.20,0.12,0.57,79,26.7,2.98,1.06
TEL-008018,PLAYER039,CTRL-0044,ZCT2E-J3155739,2024-05-11,RIGHT_STICK_DRIFT,HIGH,0.90,0.81,0.12,95,62.8,3.02,1.06
TEL-008019,PLAYER691,CTRL-0786,ZCT1W-W7812644,2024-04-26,RIGHT_STICK_DRIFT,HIGH,0.82,0.67,0.17,83,42.4,3.02,1.06
TEL-008020,PLAYER993,CTRL-1142,ZCT2E-V5115393,2024-05-14,RIGHT_STICK_MODULE,MEDIUM,0.62,0.42,0.20,76,51.4,3.02,1.06
TEL-008021,PLAYER667,CTRL-0755,ZCT2E-F2680038,2024-06-10,BATTERY_DEGRADATION,MEDIUM,0.23,0.09,0.27,93,84.0,3.02,1.06
TEL-008022,PLAYER454,CTRL-0513,ZCT2E-E3755459,2024-04-21,RIGHT_STICK_MODULE,MEDIUM,0.74,0.69,0.24,90,84.2,3.02,1.06
TEL-008023,PLAYER786,CTRL-0899,ZCT2E-A8008491,2024-04-19,RIGHT_STICK_MODULE,MEDIUM,0.47,0.37,0.08,84,20.3,3.02,1.06
TEL-008024,PLAYER388,CTRL-0437,ZCT2E-X3317607,2024-04-21,RIGHT_STICK_DRIFT,HIGH,0.78,0.62,0.14,90,39.0,3.02,1.06
TEL-008025,PLAYER696,CTRL-0792,ZCT2E-T6935773,2024-05-14,NONE,LOW,0.14,0.03,0.13,87,83.2,3.02,1.06
TEL-008026,PLAYER605,CTRL-0684,ZCT2E-K7265873,2024-05-29,DISCONNECT_FIRMWARE,MEDIUM,0.26,0.21,0.46,78,23.9,3.01,1.06
TEL-008027,PLAYER566,CTRL-0641,ZCT1W-F7148254,2024-04-18,DISCONNECT_FIRMWARE,MEDIUM,0.35,0.21,0.56,68,92.4,2.98,1.06
TEL-008028,PLAYER825,CTRL-0943,ZCT2E-E7200314,2024-05-06,RIGHT_STICK_DRIFT,HIGH,0.70,0.53,0.12,90,94.0,3.02,1.06
TEL-008029,PLAYER559,CTRL-0634,ZCT1W-Q9392214,2024-05-16,RIGHT_STICK_MODULE,MEDIUM,0.47,0.32,0.16,70,43.9,3.02,1.06
TEL-008030,PLAYER501,CTRL-0568,ZCT2E-U7723471,2024-05-18,NONE,LOW,0.07,0.00,0.14,92,47.4,3.02,1.06
TEL-008031,PLAYER535,CTRL-0606,ZCT1W-B7278644,2024-04-18,NONE,LOW,0.09,0.00,0.07,69,82.6,3.02,1.06
TEL-008032,PLAYER314,CTRL-0355,ZCT2E-S7553588,2024-04-26,NONE,LOW,0.06,0.00,0.09,82,49.8,3.02,1.06
TEL-008033,PLAYER786,CTRL-0899,ZCT2E-A8008491,2024-05-26,RIGHT_STICK_MODULE,MEDIUM,0.60,0.45,0.06,76,100.9,3.02,1.06
TEL-008034,PLAYER932,CTRL-1070,ZCT2E-W5144427,2024-04-22,NONE,LOW,0.09,0.00,0.02,78,71.2,3.02,1.06
TEL-008035,PLAYER673,CTRL-0761,ZCT1W-N3675009,2024-06-06,NONE,LOW,0.08,0.03,0.12,74,64.5,3.02,1.06
TEL-008036,PLAYER763,CTRL-0873,ZCT1W-M1351266,2024-04-13,NONE,LOW,0.13,0.00,0.01,77,63.8,3.02,1.06
TEL-008037,PLAYER918,CTRL-1054,ZCT2E-W7068696,2024-04-26,RIGHT_STICK_MODULE,MEDIUM,0.50,0.34,0.16,84,118.7,3.02,1.06
TEL-008038,PLAYER561,CTRL-0636,ZCT1W-X7817366,2024-04-24,DISCONNECT_FIRMWARE,MEDIUM,0.28,0.17,0.67,81,59.2,3.01,1.06
TEL-008039,PLAYER310,CTRL-0350,ZCT2E-N7472998,2024-04-29,RIGHT_STICK_DRIFT,HIGH,0.78,0.71,0.04,78,101.5,3.02,1.06
TEL-008040,PLAYER539,CTRL-0611,ZCT1W-V5829008,2024-05-07,NONE,LOW,0.17,0.03,0.03,90,89.4,3.02,1.06
TEL-008041,PLAYER247,CTRL-0278,ZCT1W-B5356836,2024-04-12,RIGHT_STICK_DRIFT,HIGH,0.70,0.64,0.04,69,54.4,3.02,1.06
TEL-008042,PLAYER417,CTRL-0472,ZCT2E-V6991611,2024-06-10,RIGHT_STICK_DRIFT,HIGH,0.73,0.58,0.13,71,72.0,3.02,1.06
TEL-008043,PLAYER904,CTRL-1038,ZCT2E-H8460264,2024-05-17,NONE,LOW,0.10,0.00,0.08,90,46.3,3.02,1.06
TEL-008044,PLAYER738,CTRL-0842,ZCT2E-C4415979,2024-04-11,DISCONNECT_FIRMWARE,MEDIUM,0.16,0.04,0.75,83,108.7,3.00,1.06
TEL-008045,PLAYER844,CTRL-0966,ZCT1W-S1937161,2024-05-24,NONE,LOW,0.17,0.00,0.11,90,83.6,3.02,1.06
TEL-008046,PLAYER151,CTRL-0170,ZCT2E-E4554492,2024-04-21,NONE,LOW,0.15,0.06,0.02,96,36.1,3.02,1.06
TEL-008047,PLAYER650,CTRL-0734,ZCT2E-E6416968,2024-04-30,RIGHT_STICK_DRIFT,MEDIUM,0.80,0.70,0.04,67,69.2,3.02,1.06
TEL-008048,PLAYER359,CTRL-0405,ZCT1W-A6720097,2024-04-14,RIGHT_STICK_DRIFT,MEDIUM,0.76,0.60,0.17,65,43.6,3.02,1.06
TEL-008049,PLAYER248,CTRL-0279,ZCT1W-K2258998,2024-05-29,RIGHT_STICK_DRIFT,HIGH,0.61,0.54,0.16,69,62.2,3.02,1.06
TEL-008050,PLAYER414,CTRL-0468,ZCT1W-S4593496,2024-05-14,RIGHT_STICK_MODULE,MEDIUM,0.63,0.52,0.08,73,97.7,3.02,1.06
TEL-008051,PLAYER739,CTRL-0843,ZCT2E-G2951710,2024-05-17,NONE,LOW,0.13,0.08,0.01,72,86.4,3.02,1.06
TEL-008052,PLAYER253,CTRL-0285,ZCT1W-X4454281,2024-04-30,DISCONNECT_FIRMWARE,MEDIUM,0.12,0.06,0.78,75,86.0,3.01,1.06
TEL-008053,PLAYER047,CTRL-0052,ZCT2E-J3455003,2024-05-25,DISCONNECT_FIRMWARE,MEDIUM,0.20,0.03,0.77,85,56.3,2.98,1.06
TEL-008054,PLAYER061,CTRL-0067,ZCT1W-V4190758,2024-04-12,NONE,LOW,0.06,0.00,0.03,67,17.9,3.02,1.06
TEL-008055,PLAYER656,CTRL-0741,ZCT1W-N1805615,2024-05-30,NONE,LOW,0.16,0.01,0.05,65,80.0,3.02,1.06
TEL-008056,PLAYER566,CTRL-0642,ZCT1W-R4524641,2024-04-13,DISCONNECT_FIRMWARE,MEDIUM,0.24,0.17,0.88,84,64.2,2.98,1.06
TEL-008057,PLAYER610,CTRL-0689,ZCT1W-B6749416,2024-04-28,NONE,LOW,0.10,0.00,0.08,87,62.8,3.02,1.06
TEL-008058,PLAYER234,CTRL-0262,ZCT2E-M3433361,2024-05-26,BATTERY_DEGRADATION,MEDIUM,0.38,0.25,0.08,85,73.0,3.02,1.06
TEL-008059,PLAYER731,CTRL-0832,ZCT2E-S9924232,2024-04-08,NONE,LOW,0.08,0.01,0.04,92,109.2,3.02,1.06
TEL-008060,PLAYER027,CTRL-0029,ZCT1W-D2956687,2024-04-22,RIGHT_STICK_DRIFT,HIGH,0.60,0.41,0.12,91,24.4,3.02,1.06
TEL-008061,PLAYER473,CTRL-0535,ZCT2E-S1218011,2024-04-12,RIGHT_STICK_DRIFT,MEDIUM,0.90,0.80,0.16,93,114.9,3.02,1.06
TEL-008062,PLAYER205,CTRL-0230,ZCT1W-A3573211,2024-05-05,RIGHT_STICK_DRIFT,HIGH,0.70,0.50,0.08,74,41.5,3.02,1.06
TEL-008063,PLAYER902,CTRL-1036,ZCT1W-G9089070,2024-06-05,NONE,LOW,0.15,0.00,0.06,88,78.9,3.02,1.06
TEL-008064,PLAYER151,CTRL-0171,ZCT2E-F2295356,2024-05-29,NONE,LOW,0.15,0.09,0.11,87,36.9,3.02,1.06
TEL-008065,PLAYER689,CTRL-0783,ZCT2E-F4512830,2024-05-28,RIGHT_STICK_DRIFT,HIGH,0.83,0.72,0.07,86,90.4,3.02,1.06
TEL-008066,PLAYER915,CTRL-1051,ZCT2E-G2661733,2024-04-25,NONE,LOW,0.14,0.00,0.07,92,59.5,3.02,1.06
TEL-008067,PLAYER968,CTRL-1113,ZCT2E-E1009619,2024-04-27,NONE,LOW,0.09,0.00,0.08,91,17.7,3.02,1.06
TEL-008068,PLAYER771,CTRL-0882,ZCT2E-S8244130,2024-05-01,NONE,LOW,0.21,0.11,0.07,89,41.2,3.02,1.06
