session_id,player_id,controller_id,controller_serial,session_start_at,session_end_at,session_minutes,game_title,input_anomaly_count,disconnect_count,battery_start_percent,battery_end_percent
SESS-0028476,PLAYER404,CTRL-0457,ZCT1W-T4273782,2024-04-20T22:06:00Z,2024-04-20T23:10:00Z,64,Call of Duty,16,0,74,42
SESS-0028477,PLAYER905,CTRL-1039,ZCT1W-E3214575,2024-04-25T11:54:00Z,2024-04-25T14:20:00Z,146,EA FC 24,10,0,92,78
SESS-0028478,PLAYER382,CTRL-0430,ZCT1W-V8924368,2024-05-19T00:01:00Z,2024-05-19T03:38:00Z,217,Astro Bot,7,0,69,40
SESS-0028479,PLAYER182,CTRL-0205,ZCT1W-X8095426,2024-04-21T07:11:00Z,2024-04-21T10:57:00Z,226,EA FC 24,16,1,99,72
SESS-0028480,PLAYER058,CTRL-0064,ZCT1W-F1963205,2024-05-24T11:18:00Z,2024-05-24T13:51:00Z,153,EA FC 24,0,0,86,77
SESS-0028481,PLAYER096,CTRL-0105,ZCT1W-L7049339,2024-06-06T22:29:00Z,2024-06-06T23:15:00Z,46,Spider-Man 2,0,0,92,62
SESS-0028482,PLAYER973,CTRL-1118,ZCT2E-D7919142,2024-05-03T12:20:00Z,2024-05-03T14:02:00Z,102,God of War Ragnarök,0,0,91,75
SESS-0028483,PLAYER532,CTRL-0603,ZCT1W-N9600542,2024-04-24T07:01:00Z,2024-04-24T09:29:00Z,148,Helldivers 2,0,1,89,66
SESS-0028484,PLAYER276,CTRL-0312,ZCT2E-A6916088,2024-05-09T06:54:00Z,2024-05-09T08:47:00Z,113,The Last of Us Part I,0,1,95,72
SESS-0028485,PLAYER988,CTRL-1137,ZCT1W-F1628491,2024-05-10T07:20:00Z,2024-05-10T09:01:00Z,101,Astro Bot,16,0,74,43
SESS-0028486,PLAYER658,CTRL-0743,ZCT2E-L1196503,2024-04-15T10:00:00Z,2024-04-15T11:51:00Z,111,Call of Duty,7,2,81,74
SESS-0028487,PLAYER968,CTRL-1113,ZCT2E-E1009619,2024-04-08T12:42:00Z,2024-04-08T15:23:00Z,161,Helldivers 2,2,1,98,90
SESS-0028488,PLAYER299,CTRL-0337,ZCT1W-U9593404,2024-04-24T14:44:00Z,2024-04-24T17:44:00Z,180,Spider-Man 2,2,1,86,78
SESS-0028489,PLAYER681,CTRL-0772,ZCT2E-J9519865,2024-06-07T00:53:00Z,2024-06-07T04:44:00Z,231,The Last of Us Part I,5,1,84,62
SESS-0028490,PLAYER664,CTRL-0752,ZCT1W-X4722144,2024-04-29T08:46:00Z,2024-04-29T09:51:00Z,65,EA FC 24,1,0,74,43
SESS-0028491,PLAYER938,CTRL-1076,ZCT2E-V2813267,2024-06-07T00:26:00Z,2024-06-07T02:46:00Z,140,Call of Duty,13,1,89,82
SESS-0028492,PLAYER832,CTRL-0951,ZCT2E-C8541105,2024-04-22T17:11:00Z,2024-04-22T19:14:00Z,123,Call of Duty,1,1,88,67
SESS-0028493,PLAYER262,CTRL-0296,ZCT2E-M2641024,2024-05-25T04:46:00Z,2024-05-25T07:05:00Z,139,EA FC 24,15,1,74,50
SESS-0028494,PLAYER794,CTRL-0908,ZCT2E-T4236382,2024-04-18T00:44:00Z,2024-04-18T02:43:00Z,119,Helldivers 2,0,0,94,75
SESS-0028495,PLAYER659,CTRL-0745,ZCT2E-T8379676,2024-06-04T18:25:00Z,2024-06-04T19:54:00Z,89,God of War Ragnarök,1,1,63,38
SESS-0028496,PLAYER935,CTRL-1073,ZCT1W-J3087576,2024-05-06T18:39:00Z,2024-05-06T20:31:00Z,112,Helldivers 2,2,0,90,75
SESS-0028497,PLAYER839,CTRL-0960,ZCT1W-V8451420,2024-05-23T04:50:00Z,2024-05-23T07:26:00Z,156,Fortnite,3,0,93,76
SESS-0028498,PLAYER082,CTRL-0089,ZCT1W-D1354875,2024-05-30T18:40:00Z,2024-05-30T22:14:00Z,214,Spider-Man 2,19,6,87,63
SESS-0028499,PLAYER710,CTRL-0808,ZCT1W-X8585176,2024-05-16T17:25:00Z,2024-05-16T20:59:00Z,214,Gran Turismo 7,1,1,67,36
SESS-0028500,PLAYER929,CTRL-1066,ZCT2E-G6620341,2024-06-04T09:01:00Z,2024-06-04T11:11:00Z,130,The Last of Us Part I,0,1,62,43
SESS-0028501,PLAYER795,CTRL-0909,ZCT2E-X2422629,2024-05-29T12:12:00Z,2024-05-29T14:59:00Z,167,Astro Bot,10,0,70,38
SESS-0028502,PLAYER297,CTRL-0335,ZCT2E-Q1464274,2024-05-05T08:05:00Z,2024-05-05T09:32:00Z,87,The Last of Us Part I,4,1,60,27
SESS-0028503,PLAYER263,CTRL-0297,ZCT2E-G5932600,2024-04-28T03:33:00Z,2024-04-28T04:32:00Z,59,God of War Ragnarök,3,1,81,47
SESS-0028504,PLAYER491,CTRL-0555,ZCT1W-R6958480,2024-06-03T01:13:00Z,2024-06-03T04:16:00Z,183,Street Fighter 6,16,1,70,45
SESS-0028505,PLAYER511,CTRL-0579,ZCT2E-R1451244,2024-05-29T19:08:00Z,2024-05-29T19:42:00Z,34,Call of Duty,1,1,79,44
SESS-0028506,PLAYER991,CTRL-1140,ZCT2E-R5329920,2024-04-20T22:26:00Z,2024-04-20T23:03:00Z,37,Astro Bot,12,1,82,62
SESS-0028507,PLAYER694,CTRL-0790,ZCT2E-T3984802,2024-05-02T19:20:00Z,2024-05-02T20:24:00Z,64,Street Fighter 6,3,1,94,79
SESS-0028508,PLAYER943,CTRL-1081,ZCT1W-V5475083,2024-04-29T01:49:00Z,2024-04-29T04:52:00Z,183,Helldivers 2,13,1,92,85
SESS-0028509,PLAYER860,CTRL-0984,ZCT1W-G6009840,2024-05-22T07:20:00Z,2024-05-22T10:47:00Z,207,Gran Turismo 7,17,0,83,77
SESS-0028510,PLAYER345,CTRL-0390,ZCT1W-A5193002,2024-05-15T02:16:00Z,2024-05-15T04:27:00Z,131,Call of Duty,10,0,67,57
SESS-0028511,PLAYER873,CTRL-0997,ZCT1W-Q5582437,2024-06-03T00:02:00Z,2024-06-03T03:56:00Z,234,Helldivers 2,0,1,98,90
SESS-0028512,PLAYER852,CTRL-0974,ZCT1W-S6359632,2024-04-13T02:11:00Z,2024-04-13T04:47:00Z,156,Street Fighter 6,1,1,91,79
SESS-0028513,PLAYER255,CTRL-0288,ZCT2E-K8617224,2024-05-18T18:58:00Z,2024-05-18T19:48:00Z,50,The Last of Us Part I,3,3,86,71
SESS-0028514,PLAYER849,CTRL-0971,ZCT1W-Q3668591,2024-05-07T19:19:00Z,2024-05-07T19:51:00Z,32,Gran Turismo 7,1,1,95,81
SESS-0028515,PLAYER976,CTRL-1122,ZCT2E-J9166743,2024-06-04T02:15:00Z,2024-06-04T04:02:00Z,107,Street Fighter 6,8,1,89,78
SESS-0028516,PLAYER821,CTRL-0939,ZCT2E-V5854015,2024-06-03T19:22:00Z,2024-06-03T20:47:00Z,85,Street Fighter 6,4,1,97,86
SESS-0028517,PLAYER606,CTRL-0685,ZCT2E-L4346251,2024-04-09T05:16:00Z,2024-04-09T07:08:00Z,112,Spider-Man 2,9,1,80,59
SESS-0028518,PLAYER068,CTRL-0074,ZCT2E-G1037485,2024-06-03T22:11:00Z,2024-06-04T00:03:00Z,112,Spider-Man 2,10,0,90,72
SESS-0028519,PLAYER374,CTRL-0422,ZCT2E-X7978813,2024-04-21T01:50:00Z,2024-04-21T05:12:00Z,202,Call of Duty,18,1,76,60
SESS-0028520,PLAYER789,CTRL-0902,ZCT1W-K5414310,2024-06-03T08:32:00Z,2024-06-03T12:05:00Z,213,Gran Turismo 7,10,1,95,65
SESS-0028521,PLAYER647,CTRL-0731,ZCT1W-C8044465,2024-06-06T21:55:00Z,2024-06-06T23:13:00Z,78,Spider-Man 2,0,0,88,62
SESS-0028522,PLAYER952,CTRL-1094,ZCT2E-J5173595,2024-06-10T00:17:00Z,2024-06-10T00:59:00Z,42,Helldivers 2,1,1,88,59
SESS-0028523,PLAYER748,CTRL-0855,ZCT2E-R2834486,2024-04-26T07:39:00Z,2024-04-26T11:07:00Z,208,God of War Ragnarök,14,2,83,54
SESS-0028524,PLAYER846,CTRL-0968,ZCT1W-C7045114,2024-05-23T15:48:00Z,2024-05-23T16:56:00Z,68,God of War Ragnarök,0,1,60,30
SESS-0028525,PLAYER117,CTRL-0130,ZCT1W-Q4104255,2024-05-09T04:08:00Z,2024-05-09T06:00:00Z,112,Fortnite,0,1,64,43
SESS-0028526,PLAYER426,CTRL-0481,ZCT1W-W2850788,2024-04-29T15:09:00Z,2024-04-29T18:58:00Z,229,Spider-Man 2,1,1,86,59
SESS-0028527,PLAYER186,CTRL-0209,ZCT1W-M8031349,2024-05-30T02:11:00Z,2024-05-30T05:44:00Z,213,Gran Turismo 7,11,0,66,39
SESS-0028528,PLAYER395,CTRL-0445,ZCT1W-B2237362,2024-04-20T14:43:00Z,2024-04-20T17:11:00Z,148,God of War Ragnarök,12,0,69,55
SESS-0028529,PLAYER076,CTRL-0083,ZCT2E-F3346703,2024-05-09T12:04:00Z,2024-05-09T14:57:00Z,173,Call of Duty,19,0,61,49
SESS-0028530,PLAYER948,CTRL-1089,ZCT2E-Q3523050,2024-04-18T03:24:00Z,2024-04-18T07:13:00Z,229,EA FC 24,3,1,74,65
SESS-0028531,PLAYER301,CTRL-0339,ZCT2E-B2420343,2024-04-25T09:58:00Z,2024-04-25T10:49:00Z,51,Spider-Man 2,20,0,96,61
SESS-0028532,PLAYER254,CTRL-0286,ZCT1W-G1220253,2024-04-30T10:32:00Z,2024-04-30T11:39:00Z,67,Gran Turismo 7,2,0,96,87
SESS-0028533,PLAYER251,CTRL-0283,ZCT2E-J6400776,2024-05-19T14:15:00Z,2024-05-19T16:04:00Z,109,Fortnite,20,1,68,57
SESS-0028534,PLAYER815,CTRL-0930,ZCT2E-Q6441988,2024-04-13T17:30:00Z,2024-04-13T20:40:00Z,190,Astro Bot,16,1,98,69
SESS-0028535,PLAYER843,CTRL-0965,ZCT1W-L1579384,2024-06-02T18:50:00Z,2024-06-02T22:49:00Z,239,EA FC 24,14,1,80,68
SESS-0028536,PLAYER948,CTRL-1089,ZCT2E-Q3523050,2024-05-01T09:45:00Z,2024-05-01T12:53:00Z,188,The Last of Us Part I,4,0,89,82
SESS-0028537,PLAYER995,CTRL-1144,ZCT2E-N1860445,2024-04-14T15:27:00Z,2024-04-14T16:58:00Z,91,Call of Duty,9,1,87,78
SESS-0028538,PLAYER633,CTRL-0716,ZCT2E-L7964689,2024-05-20T18:06:00Z,2024-05-20T20:14:00Z,128,Street Fighter 6,0,0,86,71
SESS-0028539,PLAYER354,CTRL-0399,ZCT1W-Q8612879,2024-05-15T23:44:00Z,2024-05-16T01:59:00Z,135,Spider-Man 2,0,1,66,42
SESS-0028540,PLAYER271,CTRL-0307,ZCT1W-F1163307,2024-05-16T01:11:00Z,2024-05-16T03:34:00Z,143,The Last of Us Part I,9,0,61,38
SESS-0028541,PLAYER127,CTRL-0141,ZCT2E-D9582257,2024-04-24T22:46:00Z,2024-04-25T00:12:00Z,86,Spider-Man 2,18,2,92,67
SESS-0028542,PLAYER540,CTRL-0612,ZCT2E-W6515543,2024-04-13T10:45:00Z,2024-04-13T13:25:00Z,160,God of War Ragnarök,1,0,94,75
SESS-0028543,PLAYER115,CTRL-0128,ZCT2E-G7634775,2024-05-31T15:46:00Z,2024-05-31T17:47:00Z,121,Spider-Man 2,20,1,85,58
SESS-0028544,PLAYER305,CTRL-0344,ZCT1W-S2625102,2024-05-23T00:41:00Z,2024-05-23T01:55:00Z,74,Street Fighter 6,0,0,74,66
SESS-0028545,PLAYER756,CTRL-0863,ZCT1W-V9867708,2024-05-17T00:01:00Z,2024-05-17T01:04:00Z,63,EA FC 24,0,0,84,49
SESS-0028546,PLAYER535,CTRL-0606,ZCT1W-B7278644,2024-04-16T03:16:00Z,2024-04-16T04:37:00Z,81,Helldivers 2,0,1,66,57
SESS-0028547,PLAYER511,CTRL-0579,ZCT2E-R1451244,2024-04-26T14:02:00Z,2024-04-26T15:36:00Z,94,God of War Ragnarök,3,0,84,64
SESS-0028548,PLAYER523,CTRL-0593,ZCT2E-G9638526,2024-05-24T17:22:00Z,2024-05-24T18:02:00Z,40,Fortnite,4,1,82,56
SESS-0028549,PLAYER380,CTRL-0428,ZCT1W-N2316088,2024-05-26T06:17:00Z,2024-05-26T09:06:00Z,169,Call of Duty,17,1,78,48
SESS-0028550,PLAYER252,CTRL-0284,ZCT1W-J5969984,2024-06-09T06:39:00Z,2024-06-09T07:44:00Z,65,Spider-Man 2,12,0,86,76
SESS-0028551,PLAYER313,CTRL-0353,ZCT2E-E8850178,2024-06-06T00:40:00Z,2024-06-06T04:13:00Z,213,Street Fighter 6,3,0,62,39
SESS-0028552,PLAYER061,CTRL-0067,ZCT1W-V4190758,2024-04-25T19:17:00Z,2024-04-25T23:02:00Z,225,Helldivers 2,4,1,92,87
SESS-0028553,PLAYER556,CTRL-0630,ZCT1W-M1381170,2024-04-12T18:41:00Z,2024-04-12T19:48:00Z,67,Street Fighter 6,2,0,84,63
SESS-0028554,PLAYER105,CTRL-0116,ZCT2E-S7444974,2024-05-18T02:27:00Z,2024-05-18T05:41:00Z,194,God of War Ragnarök,2,0,76,70
SESS-0028555,PLAYER195,CTRL-0218,ZCT1W-R8650368,2024-05-17T00:17:00Z,2024-05-17T03:11:00Z,174,Astro Bot,11,1,71,65
SESS-0028556,PLAYER268,CTRL-0302,ZCT2E-R4451163,2024-06-04T22:42:00Z,2024-06-05T00:09:00Z,87,God of War Ragnarök,2,0,83,75
SESS-0028557,PLAYER390,CTRL-0439,ZCT2E-W4323637,2024-04-15T08:55:00Z,2024-04-15T10:42:00Z,107,Spider-Man 2,5,1,82,47
SESS-0028558,PLAYER863,CTRL-0987,ZCT2E-G9381774,2024-04-12T00:25:00Z,2024-04-12T01:11:00Z,46,Gran Turismo 7,2,1,100,76
SESS-0028559,PLAYER589,CTRL-0666,ZCT1W-R4311759,2024-04-23T01:21:00Z,2024-04-23T02:39:00Z,78,Helldivers 2,4,0,72,43
SESS-0028560,PLAYER373,CTRL-0421,ZCT2E-D9573753,2024-05-05T06:56:00Z,2024-05-05T09:51:00Z,175,Fortnite,4,0,68,48
SESS-0028561,PLAYER696,CTRL-0792,ZCT2E-T6935773,2024-05-12T00:31:00Z,2024-05-12T03:28:00Z,177,Gran Turismo 7,1,1,65,55
SESS-0028562,PLAYER046,CTRL-0051,ZCT1W-X7824657,2024-04-25T04:14:00Z,2024-04-25T05:29:00Z,75,Street Fighter 6,1,0,61,39
SESS-0028563,PLAYER925,CTRL-1061,ZCT2E-W6729127,2024-05-05T08:07:00Z,2024-05-05T10:11:00Z,124,Spider-Man 2,17,6,67,39
SESS-0028564,PLAYER366,CTRL-0413,ZCT1W-M9056551,2024-05-02T23:02:00Z,2024-05-03T01:31:00Z,149,Helldivers 2,12,0,81,55
SESS-0028565,PLAYER192,CTRL-0215,ZCT1W-G8049385,2024-06-03T18:35:00Z,2024-06-03T20:15:00Z,100,Spider-Man 2,6,0,88,74
SESS-0028566,PLAYER776,CTRL-0888,ZCT2E-G3526697,2024-05-06T01:42:00Z,2024-05-06T04:53:00Z,191,Gran Turismo 7,0,1,79,53
SESS-0028567,PLAYER567,CTRL-0643,ZCT1W-Q9247292,2024-06-08T08:54:00Z,2024-06-08T11:29:00Z,155,God of War Ragnarök,4,0,77,69
SESS-0028568,PLAYER886,CTRL-1012,ZCT1W-N2371426,2024-05-21T05:00:00Z,2024-05-21T06:04:00Z,64,EA FC 24,20,2,76,62
SESS-0028569,PLAYER621,CTRL-0702,ZCT1W-C8230086,2024-04-16T20:01:00Z,2024-04-16T20:59:00Z,58,Call of Duty,1,0,83,60
SESS-0028570,PLAYER190,CTRL-0213,ZCT2E-D7818036,2024-05-14T23:40:00Z,2024-05-15T02:44:00Z,184,EA FC 24,9,1,62,33
SESS-0028571,PLAYER172,CTRL-0193,ZCT2E-V3163996,2024-04-26T07:42:00Z,2024-04-26T09:06:00Z,84,Gran Turismo 7,7,1,61,50
SESS-0028572,PLAYER074,CTRL-0081,ZCT2E-N7279870,2024-06-07T21:46:00Z,2024-06-07T22:28:00Z,42,Call of Duty,11,0,98,78
SESS-0028573,PLAYER511,CTRL-0579,ZCT2E-R1451244,2024-04-17T11:32:00Z,2024-04-17T14:50:00Z,198,The Last of Us Part I,3,1,64,46
SESS-0028574,PLAYER908,CTRL-1042,ZCT2E-T8084267,2024-05-11T15:59:00Z,2024-05-11T16:52:00Z,53,Helldivers 2,12,0,70,57
SESS-0028575,PLAYER809,CTRL-0924,ZCT1W-C2033804,2024-05-29T06:48:00Z,2024-05-29T07:59:00Z,71,EA FC 24,5,5,89,59
SESS-0028576,PLAYER860,CTRL-0983,ZCT1W-B7500366,2024-05-23T11:47:00Z,2024-05-23T15:19:00Z,212,God of War Ragnarök,11,0,86,53
SESS-0028577,PLAYER179,CTRL-0202,ZCT2E-Q1642271,2024-05-03T00:44:00Z,2024-05-03T01:50:00Z,66,Gran Turismo 7,4,0,94,80
SESS-0028578,PLAYER169,CTRL-0190,ZCT1W-C4006246,2024-04-14T16:28:00Z,2024-04-14T19:41:00Z,193,EA FC 24,0,1,65,39
SESS-0028579,PLAYER542,CTRL-0614,ZCT2E-R4533909,2024-05-30T22:21:00Z,2024-05-31T01:53:00Z,212,Gran Turismo 7,18,1,74,44
SESS-0028580,PLAYER811,CTRL-0926,ZCT1W-L7064624,2024-06-10T07:37:00Z,2024-06-10T10:58:00Z,201,EA FC 24,0,0,82,63
SESS-0028581,PLAYER606,CTRL-0685,ZCT2E-L4346251,2024-04-20T07:26:00Z,2024-04-20T11:16:00Z,230,Helldivers 2,14,1,100,70
SESS-0028582,PLAYER130,CTRL-0144,ZCT1W-R3844728,2024-05-11T10:02:00Z,2024-05-11T12:15:00Z,133,Call of Duty,3,0,82,59
SESS-0028583,PLAYER145,CTRL-0163,ZCT1W-M3370243,2024-04-22T15:29:00Z,2024-04-22T19:10:00Z,221,Fortnite,2,0,93,82
SESS-0028584,PLAYER234,CTRL-0263,ZCT2E-A6517512,2024-04-20T12:38:00Z,2024-04-20T14:15:00Z,97,Call of Duty,2,0,80,50
SESS-0028585,PLAYER245,CTRL-0276,ZCT1W-E2763884,2024-04-25T14:57:00Z,2024-04-25T17:31:00Z,154,Gran Turismo 7,0,1,98,91
SESS-0028586,PLAYER243,CTRL-0273,ZCT1W-T6254198,2024-04-24T20:21:00Z,2024-04-24T21:10:00Z,49,Fortnite,20,1,93,65
SESS-0028587,PLAYER707,CTRL-0804,ZCT2E-R8317957,2024-05-03T14:06:00Z,2024-05-03T14:52:00Z,46,Fortnite,4,1,100,76
SESS-0028588,PLAYER971,CTRL-1116,ZCT2E-S7839706,2024-05-01T07:55:00Z,2024-05-01T10:22:00Z,147,Call of Duty,18,5,81,53
SESS-0028589,PLAYER584,CTRL-0661,ZCT2E-F5111878,2024-06-08T11:47:00Z,2024-06-08T14:17:00Z,150,Call of Duty,16,1,76,69
SESS-0028590,PLAYER864,CTRL-0988,ZCT2E-Q7555770,2024-04-18T15:15:00Z,2024-04-18T18:35:00Z,200,Fortnite,4,0,75,54
SESS-0028591,PLAYER202,CTRL-0226,ZCT1W-R3087766,2024-06-06T22:51:00Z,2024-06-07T00:02:00Z,71,Call of Duty,8,6,68,47
SESS-0028592,PLAYER345,CTRL-0390,ZCT1W-A5193002,2024-04-21T10:52:00Z,2024-04-21T14:39:00Z,227,Spider-Man 2,5,1,90,74
SESS-0028593,PLAYER375,CTRL-0423,ZCT2E-K3400475,2024-05-31T07:48:00Z,2024-05-31T11:31:00Z,223,Street Fighter 6,11,1,99,68
SESS-0028594,PLAYER500,CTRL-0566,ZCT2E-V6668656,2024-04-21T11:25:00Z,2024-04-21T12:42:00Z,77,Astro Bot,4,0,92,62
SESS-0028595,PLAYER565,CTRL-0640,ZCT2E-P3081328,2024-04-19T04:16:00Z,2024-04-19T05:34:00Z,78,Spider-Man 2,1,1,75,47
SESS-0028596,PLAYER762,CTRL-0872,ZCT1W-K3925160,2024-06-05T23:24:00Z,2024-06-06T00:22:00Z,58,Helldivers 2,4,1,86,52
SESS-0028597,PLAYER773,CTRL-0884,ZCT2E-U4318696,2024-04-28T12:02:00Z,2024-04-28T15:57:00Z,235,Astro Bot,2,0,69,54
SESS-0028598,PLAYER262,CTRL-0296,ZCT2E-M2641024,2024-05-26T01:23:00Z,2024-05-26T04:58:00Z,215,Astro Bot,4,0,85,67
SESS-0028599,PLAYER761,CTRL-0870,ZCT2E-Q4987424,2024-05-25T17:09:00Z,2024-05-25T18:53:00Z,104,God of War Ragnarök,4,1,66,40
SESS-0028600,PLAYER721,CTRL-0822,ZCT1W-F4162204,2024-05-30T02:55:00Z,2024-05-30T05:46:00Z,171,Spider-Man 2,2,0,75,64
SESS-0028601,PLAYER313,CTRL-0354,ZCT1W-F7002009,2024-04-30T20:31:00Z,2024-05-01T00:01:00Z,210,Call of Duty,2,0,98,68
SESS-0028602,PLAYER168,CTRL-0188,ZCT2E-T2462431,2024-05-24T03:21:00Z,2024-05-24T04:17:00Z,56,God of War Ragnarök,4,1,74,40
SESS-0028603,PLAYER358,CTRL-0404,ZCT2E-A6640806,2024-04-21T11:29:00Z,2024-04-21T12:27:00Z,58,Helldivers 2,2,6,83,52
SESS-0028604,PLAYER518,CTRL-0587,ZCT1W-F6352364,2024-05-03T06:11:00Z,2024-05-03T08:03:00Z,112,Astro Bot,18,0,63,36
SESS-0028605,PLAYER852,CTRL-0974,ZCT1W-S6359632,2024-06-09T00:37:00Z,2024-06-09T01:22:00Z,45,Gran Turismo 7,3,0,82,58
SESS-0028606,PLAYER670,CTRL-0758,ZCT2E-Q6400942,2024-05-18T22:02:00Z,2024-05-19T00:28:00Z,146,EA FC 24,3,3,80,66
SESS-0028607,PLAYER487,CTRL-0550,ZCT1W-A4649478,2024-05-02T00:17:00Z,2024-05-02T02:20:00Z,123,Spider-Man 2,9,0,99,80
SESS-0028608,PLAYER192,CTRL-0215,ZCT1W-G8049385,2024-05-12T10:40:00Z,2024-05-12T13:38:00Z,178,Astro Bot,11,0,97,84
SESS-0028609,PLAYER568,CTRL-0644,ZCT2E-Q6547574,2024-04-26T09:01:00Z,2024-04-26T09:35:00Z,34,Fortnite,4,1,63,51
SESS-0028610,PLAYER319,CTRL-0360,ZCT2E-C1753785,2024-06-07T16:36:00Z,2024-06-07T19:14:00Z,158,Astro Bot,3,3,75,56
SESS-0028611,PLAYER829,CTRL-0947,ZCT1W-E6399457,2024-04-18T01:12:00Z,2024-04-18T01:56:00Z,44,The Last of Us Part I,0,1,99,74
SESS-0028612,PLAYER822,CTRL-0940,ZCT2E-G7985116,2024-05-06T00:24:00Z,2024-05-06T02:39:00Z,135,EA FC 24,0,1,87,60
SESS-0028613,PLAYER964,CTRL-1108,ZCT1W-H1146741,2024-05-05T04:16:00Z,2024-05-05T05:39:00Z,83,Astro Bot,6,1,87,79
SESS-0028614,PLAYER770,CTRL-0881,ZCT2E-B4345540,2024-06-08T15:31:00Z,2024-06-08T16:38:00Z,67,Gran Turismo 7,1,1,84,56
SESS-0028615,PLAYER508,CTRL-0576,ZCT2E-Q5072535,2024-05-01T04:21:00Z,2024-05-01T05:10:00Z,49,Astro Bot,3,1,89,66
SESS-0028616,PLAYER197,CTRL-0221,ZCT2E-N5781975,2024-05-25T02:37:00Z,2024-05-25T04:25:00Z,108,Gran Turismo 7,8,0,61,38
SESS-0028617,PLAYER062,CTRL-0068,ZCT2E-T6789156,2024-05-03T20:05:00Z,2024-05-03T22:23:00Z,138,The Last of Us Part I,7,0,72,62
SESS-0028618,PLAYER535,CTRL-0606,ZCT1W-B7278644,2024-05-12T09:08:00Z,2024-05-12T13:05:00Z,237,Astro Bot,3,1,62,40
SESS-0028619,PLAYER405,CTRL-0458,ZCT1W-K8155525,2024-04-29T01:30:00Z,2024-04-29T04:32:00Z,182,Spider-Man 2,0,1,76,41
SESS-0028620,PLAYER251,CTRL-0282,ZCT1W-S9851473,2024-05-08T02:12:00Z,2024-05-08T03:08:00Z,56,Spider-Man 2,16,5,95,74
SESS-0028621,PLAYER023,CTRL-0025,ZCT2E-U8278315,2024-06-10T06:03:00Z,2024-06-10T09:43:00Z,220,Astro Bot,3,1,100,83
SESS-0028622,PLAYER246,CTRL-0277,ZCT1W-C4207127,2024-05-08T15:17:00Z,2024-05-08T18:52:00Z,215,Astro Bot,8,0,63,33
SESS-0028623,PLAYER815,CTRL-0930,ZCT2E-Q6441988,2024-05-19T17:49:00Z,2024-05-19T21:05:00Z,196,Street Fighter 6,20,0,67,33
SESS-0028624,PLAYER293,CTRL-0331,ZCT1W-P4347443,2024-05-13T06:40:00Z,2024-05-13T08:43:00Z,123,EA FC 24,15,1,66,36
SESS-0028625,PLAYER313,CTRL-0354,ZCT1W-F7002009,2024-05-07T08:35:00Z,2024-05-07T10:03:00Z,88,Astro Bot,2,0,67,46
SESS-0028626,PLAYER397,CTRL-0449,ZCT2E-Q3964907,2024-05-03T03:06:00Z,2024-05-03T04:52:00Z,106,Astro Bot,3,1,93,75
SESS-0028627,PLAYER296,CTRL-0334,ZCT2E-Q6942386,2024-05-25T22:58:00Z,2024-05-26T00:04:00Z,66,EA FC 24,10,2,86,63
SESS-0028628,PLAYER172,CTRL-0193,ZCT2E-V3163996,2024-05-31T14:00:00Z,2024-05-31T16:43:00Z,163,EA FC 24,8,1,78,55
SESS-0028629,PLAYER826,CTRL-0944,ZCT1W-Q7207712,2024-04-16T09:47:00Z,2024-04-16T10:43:00Z,56,EA FC 24,12,2,83,69
SESS-0028630,PLAYER318,CTRL-0359,ZCT2E-E6437103,2024-04-23T02:20:00Z,2024-04-23T05:51:00Z,211,Fortnite,4,4,79,59
SESS-0028631,PLAYER882,CTRL-1007,ZCT2E-M5906489,2024-05-14T03:14:00Z,2024-05-14T06:27:00Z,193,Street Fighter 6,3,0,62,52
SESS-0028632,PLAYER904,CTRL-1038,ZCT2E-H8460264,2024-05-19T22:08:00Z,2024-05-19T23:46:00Z,98,God of War Ragnarök,3,0,68,55
SESS-0028633,PLAYER491,CTRL-0555,ZCT1W-R6958480,2024-06-05T16:33:00Z,2024-06-05T19:41:00Z,188,Call of Duty,13,0,86,67
SESS-0028634,PLAYER581,CTRL-0658,ZCT1W-G7099530,2024-04-19T15:29:00Z,2024-04-19T19:11:00Z,222,Spider-Man 2,5,0,89,65
SESS-0028635,PLAYER976,CTRL-1122,ZCT2E-J9166743,2024-04-14T01:31:00Z,2024-04-14T03:08:00Z,97,Fortnite,19,0,75,59
SESS-0028636,PLAYER098,CTRL-0109,ZCT2E-G9951610,2024-05-22T20:39:00Z,2024-05-22T23:36:00Z,177,Call of Duty,4,1,70,57
SESS-0028637,PLAYER946,CTRL-1086,ZCT1W-H5688740,2024-06-05T16:02:00Z,2024-06-05T18:49:00Z,167,Street Fighter 6,11,0,93,62
SESS-0028638,PLAYER246,CTRL-0277,ZCT1W-C4207127,2024-04-17T21:51:00Z,2024-04-18T01:35:00Z,224,Spider-Man 2,6,1,71,61
SESS-0028639,PLAYER273,CTRL-0309,ZCT1W-U5876441,2024-05-31T08:55:00Z,2024-05-31T11:15:00Z,140,Street Fighter 6,13,5,74,63
SESS-0028640,PLAYER756,CTRL-0863,ZCT1W-V9867708,2024-05-29T23:12:00Z,2024-05-30T00:37:00Z,85,EA FC 24,2,1,70,47
SESS-0028641,PLAYER517,CTRL-0586,ZCT1W-M2701295,2024-04-23T20:16:00Z,2024-04-23T22:48:00Z,152,Fortnite,11,1,67,44
SESS-0028642,PLAYER334,CTRL-0376,ZCT1W-K2254551,2024-04-08T23:59:00Z,2024-04-09T01:15:00Z,76,The Last of Us Part I,1,1,82,64
