controller_id,player_id,controller_serial,controller_model,product_code,purchase_date,registration_date,warranty_status,warranty_expiry_date,warranty_months,asset_status
CTRL-0465,PLAYER412,ZCT1W-U7311740,DualSense Wireless Controller,DS-STANDARD,2022-03-27,2022-04-17,OUT_OF_WARRANTY,2023-03-27,12,Purchased
CTRL-0466,PLAYER413,ZCT1W-J8887227,DualSense Wireless Controller,DS-STANDARD,2022-01-19,2022-02-11,OUT_OF_WARRANTY,2023-01-19,12,Purchased
CTRL-0467,PLAYER414,ZCT2E-K3211101,DualSense Edge Wireless Controller,DS-EDGE,2022-02-11,2022-03-03,OUT_OF_WARRANTY,2023-02-11,12,Purchased
CTRL-0468,PLAYER414,ZCT1W-S4593496,DualSense Edge Wireless Controller,DS-EDGE,2021-05-18,2021-06-02,OUT_OF_WARRANTY,2022-05-18,12,Purchased
CTRL-0469,PLAYER415,ZCT1W-F1651169,DualSense Wireless Controller,DS-STANDARD,2022-06-23,2022-07-12,OUT_OF_WARRANTY,2023-06-23,12,Purchased
CTRL-0470,PLAYER416,ZCT2E-W4937877,DualSense Wireless Controller,DS-STANDARD,2023-09-19,2023-10-05,IN_WARRANTY,2024-09-18,12,Purchased
CTRL-0471,PLAYER416,ZCT1W-K4890524,DualSense Wireless Controller,DS-STANDARD,2023-09-21,2023-10-06,IN_WARRANTY,2024-09-20,12,Purchased
CTRL-0472,PLAYER417,ZCT2E-V6991611,DualSense Wireless Controller,DS-STANDARD,2022-08-29,2022-09-01,OUT_OF_WARRANTY,2023-08-29,12,Purchased
CTRL-0473,PLAYER418,ZCT1W-D5819613,DualSense Wireless Controller,DS-STANDARD,2023-07-05,2023-07-15,IN_WARRANTY,2024-07-04,12,Purchased
CTRL-0474,PLAYER419,ZCT1W-X8128056,DualSense Wireless Controller,DS-STANDARD,2023-08-10,2023-09-09,IN_WARRANTY,2024-08-09,12,Purchased
CTRL-0475,PLAYER420,ZCT2E-X2904822,DualSense Wireless Controller,DS-STANDARD,2023-03-27,2023-04-18,OUT_OF_WARRANTY,2024-03-26,12,Purchased
CTRL-0476,PLAYER421,ZCT1W-R9206984,DualSense Wireless Controller,DS-STANDARD,2022-04-26,2022-04-26,OUT_OF_WARRANTY,2023-04-26,12,Purchased
CTRL-0477,PLAYER422,ZCT2E-J9514225,DualSense Wireless Controller,DS-STANDARD,2023-04-18,2023-04-19,OUT_OF_WARRANTY,2024-04-17,12,Purchased
CTRL-0478,PLAYER423,ZCT2E-J6328751,DualSense Wireless Controller,DS-STANDARD,2023-06-25,2023-07-08,IN_WARRANTY,2024-06-24,12,Purchased
CTRL-0479,PLAYER424,ZCT2E-J1916595,DualSense Wireless Controller,DS-STANDARD,2022-03-25,2022-04-04,OUT_OF_WARRANTY,2023-03-25,12,Purchased
CTRL-0480,PLAYER425,ZCT1W-K8510091,DualSense Wireless Controller,DS-STANDARD,2021-12-08,2021-12-25,OUT_OF_WARRANTY,2022-12-08,12,Purchased
CTRL-0481,PLAYER426,ZCT1W-W2850788,DualSense Wireless Controller,DS-STANDARD,2022-11-07,2022-11-11,OUT_OF_WARRANTY,2023-11-07,12,Purchased
CTRL-0482,PLAYER427,ZCT1W-A7361721,DualSense Wireless Controller,DS-STANDARD,2022-11-14,2022-12-13,OUT_OF_WARRANTY,2023-11-14,12,Purchased
CTRL-0483,PLAYER428,ZCT2E-T2064762,DualSense Wireless Controller,DS-STANDARD,2023-11-29,2023-12-05,IN_WARRANTY,2024-11-28,12,Purchased
CTRL-0484,PLAYER428,ZCT2E-T4329267,DualSense Wireless Controller,DS-STANDARD,2024-01-03,2024-01-15,IN_WARRANTY,2025-01-02,12,Purchased
CTRL-0485,PLAYER429,ZCT1W-K3707912,DualSense Wireless Controller,DS-STANDARD,2022-11-10,2022-11-23,OUT_OF_WARRANTY,2023-11-10,12,Purchased
CTRL-0486,PLAYER430,ZCT1W-T5172556,DualSense Wireless Controller,DS-STANDARD,2021-03-15,2021-04-11,OUT_OF_WARRANTY,2022-03-15,12,Purchased
CTRL-0487,PLAYER431,ZCT1W-S2720012,DualSense Wireless Controller,DS-STANDARD,2023-09-21,2023-09-22,IN_WARRANTY,2024-09-20,12,Purchased
CTRL-0488,PLAYER432,ZCT1W-K6057767,DualSense Limited Edition Controller,DS-LIMITED,2022-05-22,2022-05-23,OUT_OF_WARRANTY,2023-05-22,12,Purchased
CTRL-0489,PLAYER433,ZCT2E-D7339384,DualSense Wireless Controller,DS-STANDARD,2021-09-26,2021-10-22,OUT_OF_WARRANTY,2022-09-26,12,Purchased
CTRL-0490,PLAYER434,ZCT2E-C2283911,DualSense Limited Edition Controller,DS-LIMITED,2023-05-01,2023-05-01,OUT_OF_WARRANTY,2024-04-30,12,Purchased
CTRL-0491,PLAYER435,ZCT1W-T3547579,DualSense Wireless Controller,DS-STANDARD,2023-03-13,2023-03-19,OUT_OF_WARRANTY,2024-03-12,12,Purchased
CTRL-0492,PLAYER436,ZCT2E-L8132878,DualSense Wireless Controller,DS-STANDARD,2021-02-17,2021-02-26,OUT_OF_WARRANTY,2022-02-17,12,Purchased
CTRL-0493,PLAYER437,ZCT2E-Q4400182,DualSense Wireless Controller,DS-STANDARD,2023-08-24,2023-09-05,IN_WARRANTY,2024-08-23,12,Purchased
CTRL-0494,PLAYER438,ZCT2E-P2561327,DualSense Wireless Controller,DS-STANDARD,2023-04-13,2023-04-30,OUT_OF_WARRANTY,2024-04-12,12,Purchased
CTRL-0495,PLAYER439,ZCT2E-R5771825,DualSense Wireless Controller,DS-STANDARD,2023-12-29,2024-01-14,IN_WARRANTY,2024-12-28,12,Purchased
CTRL-0496,PLAYER440,ZCT1W-N1288778,DualSense Wireless Controller,DS-STANDARD,2023-03-18,2023-04-17,OUT_OF_WARRANTY,2024-03-17,12,Purchased
CTRL-0497,PLAYER441,ZCT2E-T2817044,DualSense Wireless Controller,DS-STANDARD,2021-02-20,2021-03-04,OUT_OF_WARRANTY,2022-02-20,12,Purchased
CTRL-0498,PLAYER442,ZCT1W-Q7204577,DualSense Wireless Controller,DS-STANDARD,2021-08-12,2021-09-01,OUT_OF_WARRANTY,2022-08-12,12,Purchased
CTRL-0499,PLAYER443,ZCT2E-L3412081,DualSense Wireless Controller,DS-STANDARD,2021-06-21,2021-06-24,OUT_OF_WARRANTY,2022-06-21,12,Purchased
CTRL-0500,PLAYER443,ZCT1W-G9217672,DualSense Wireless Controller,DS-STANDARD,2021-06-21,2021-06-25,OUT_OF_WARRANTY,2022-06-21,12,Purchased
CTRL-0501,PLAYER444,ZCT2E-V8944257,DualSense Wireless Controller,DS-STANDARD,2022-04-22,2022-04-23,OUT_OF_WARRANTY,2023-04-22,12,Purchased
CTRL-0502,PLAYER445,ZCT2E-J7909840,DualSense Wireless Controller,DS-STANDARD,2022-11-23,2022-12-19,OUT_OF_WARRANTY,2023-11-23,12,Purchased
CTRL-0503,PLAYER446,ZCT1W-B6392918,DualSense Wireless Controller,DS-STANDARD,2023-04-13,2023-05-10,OUT_OF_WARRANTY,2024-04-12,12,Purchased
CTRL-0504,PLAYER447,ZCT1W-J4510199,DualSense Wireless Controller,DS-STANDARD,2023-09-28,2023-10-15,IN_WARRANTY,2024-09-27,12,Purchased
CTRL-0505,PLAYER448,ZCT2E-L4955049,DualSense Wireless Controller,DS-STANDARD,2023-09-17,2023-10-03,IN_WARRANTY,2024-09-16,12,Purchased
CTRL-0506,PLAYER449,ZCT1W-D8142094,DualSense Wireless Controller,DS-STANDARD,2023-02-09,2023-02-13,OUT_OF_WARRANTY,2024-02-09,12,Purchased
CTRL-0507,PLAYER450,ZCT1W-F9723129,DualSense Wireless Controller,DS-STANDARD,2021-12-07,2021-12-13,OUT_OF_WARRANTY,2022-12-07,12,Purchased
CTRL-0508,PLAYER450,ZCT2E-D1655350,DualSense Wireless Controller,DS-STANDARD,2023-10-12,2023-10-17,IN_WARRANTY,2024-10-11,12,Purchased
CTRL-0509,PLAYER451,ZCT2E-E8015348,DualSense Wireless Controller,DS-STANDARD,2022-08-31,2022-09-03,OUT_OF_WARRANTY,2023-08-31,12,Purchased
CTRL-0510,PLAYER452,ZCT2E-K5548431,DualSense Wireless Controller,DS-STANDARD,2023-02-01,2023-02-19,OUT_OF_WARRANTY,2024-02-01,12,Purchased
CTRL-0511,PLAYER452,ZCT1W-E5868694,DualSense Wireless Controller,DS-STANDARD,2022-02-23,2022-03-20,OUT_OF_WARRANTY,2023-02-23,12,Purchased
CTRL-0512,PLAYER453,ZCT2E-S5215097,DualSense Wireless Controller,DS-STANDARD,2022-03-08,2022-04-06,OUT_OF_WARRANTY,2023-03-08,12,Purchased
CTRL-0513,PLAYER454,ZCT2E-E3755459,DualSense Edge Wireless Controller,DS-EDGE,2023-12-10,2024-01-01,IN_WARRANTY,2024-12-09,12,Purchased
CTRL-0514,PLAYER455,ZCT2E-A6329920,DualSense Wireless Controller,DS-STANDARD,2021-11-04,2021-11-19,OUT_OF_WARRANTY,2022-11-04,12,Purchased
CTRL-0515,PLAYER456,ZCT1W-A6231815,DualSense Wireless Controller,DS-STANDARD,2022-02-13,2022-03-07,OUT_OF_WARRANTY,2023-02-13,12,Purchased
CTRL-0516,PLAYER457,ZCT1W-T8693923,DualSense Wireless Controller,DS-STANDARD,2021-05-06,2021-05-25,OUT_OF_WARRANTY,2022-05-06,12,Purchased
CTRL-0517,PLAYER458,ZCT2E-V3624846,DualSense Limited Edition Controller,DS-LIMITED,2022-04-08,2022-04-19,OUT_OF_WARRANTY,2023-04-08,12,Purchased
CTRL-0518,PLAYER459,ZCT1W-G5606698,DualSense Wireless Controller,DS-STANDARD,2023-05-23,2023-06-10,OUT_OF_WARRANTY,2024-05-22,12,Purchased
CTRL-0519,PLAYER459,ZCT2E-M7765720,DualSense Wireless Controller,DS-STANDARD,2022-02-19,2022-02-21,OUT_OF_WARRANTY,2023-02-19,12,Purchased
CTRL-0520,PLAYER460,ZCT1W-D4631285,DualSense Wireless Controller,DS-STANDARD,2022-06-23,2022-07-11,OUT_OF_WARRANTY,2023-06-23,12,Purchased
CTRL-0521,PLAYER461,ZCT1W-E9763038,DualSense Wireless Controller,DS-STANDARD,2023-02-24,2023-03-06,OUT_OF_WARRANTY,2024-02-24,12,Purchased
CTRL-0522,PLAYER461,ZCT2E-V8942448,DualSense Wireless Controller,DS-STANDARD,2021-01-06,2021-01-31,OUT_OF_WARRANTY,2022-01-06,12,Purchased
CTRL-0523,PLAYER462,ZCT1W-G2532401,DualSense Wireless Controller,DS-STANDARD,2021-10-28,2021-11-01,OUT_OF_WARRANTY,2022-10-28,12,Purchased
CTRL-0524,PLAYER463,ZCT1W-R1004141,DualSense Wireless Controller,DS-STANDARD,2021-04-17,2021-04-21,OUT_OF_WARRANTY,2022-04-17,12,Purchased
CTRL-0525,PLAYER464,ZCT2E-P8913629,DualSense Edge Wireless Controller,DS-EDGE,2022-11-01,2022-11-10,OUT_OF_WARRANTY,2023-11-01,12,Purchased
CTRL-0526,PLAYER465,ZCT1W-H7597584,DualSense Wireless Controller,DS-STANDARD,2023-03-01,2023-03-23,OUT_OF_WARRANTY,2024-02-29,12,Purchased
CTRL-0527,PLAYER466,ZCT2E-M6230495,DualSense Wireless Controller,DS-STANDARD,2022-10-12,2022-10-28,OUT_OF_WARRANTY,2023-10-12,12,Purchased
CTRL-0528,PLAYER467,ZCT1W-V4588635,DualSense Edge Wireless Controller,DS-EDGE,2021-12-07,2022-01-06,OUT_OF_WARRANTY,2022-12-07,12,Purchased
CTRL-0529,PLAYER467,ZCT2E-E8335724,DualSense Edge Wireless Controller,DS-EDGE,2023-10-01,2023-10-23,IN_WARRANTY,2024-09-30,12,Purchased
CTRL-0530,PLAYER468,ZCT2E-X3017289,DualSense Edge Wireless Controller,DS-EDGE,2023-06-11,2023-07-01,IN_WARRANTY,2024-06-10,12,Purchased
CTRL-0531,PLAYER469,ZCT2E-F1424388,DualSense Wireless Controller,DS-STANDARD,2023-08-13,2023-09-06,IN_WARRANTY,2024-08-12,12,Purchased
CTRL-0532,PLAYER470,ZCT2E-P4586632,DualSense Wireless Controller,DS-STANDARD,2022-01-27,2022-02-08,OUT_OF_WARRANTY,2023-01-27,12,Purchased
CTRL-0533,PLAYER471,ZCT2E-F1179053,DualSense Wireless Controller,DS-STANDARD,2023-01-10,2023-01-26,OUT_OF_WARRANTY,2024-01-10,12,Purchased
CTRL-0534,PLAYER472,ZCT1W-A6207491,DualSense Wireless Controller,DS-STANDARD,2023-01-26,2023-02-24,OUT_OF_WARRANTY,2024-01-26,12,Purchased
CTRL-0535,PLAYER473,ZCT2E-S1218011,DualSense Wireless Controller,DS-STANDARD,2021-03-10,2021-03-30,OUT_OF_WARRANTY,2022-03-10,12,Purchased
CTRL-0536,PLAYER474,ZCT2E-W9031838,DualSense Edge Wireless Controller,DS-EDGE,2023-03-27,2023-03-28,OUT_OF_WARRANTY,2024-03-26,12,Purchased
CTRL-0537,PLAYER475,ZCT2E-J1960109,DualSense Wireless Controller,DS-STANDARD,2021-03-04,2021-03-31,OUT_OF_WARRANTY,2022-03-04,12,Purchased
CTRL-0538,PLAYER476,ZCT2E-V8624921,DualSense Wireless Controller,DS-STANDARD,2023-08-28,2023-09-20,IN_WARRANTY,2024-08-27,12,Purchased
CTRL-0539,PLAYER477,ZCT1W-B7199749,DualSense Limited Edition Controller,DS-LIMITED,2021-11-10,2021-12-02,OUT_OF_WARRANTY,2022-11-10,12,Purchased
CTRL-0540,PLAYER478,ZCT1W-E2389566,DualSense Wireless Controller,DS-STANDARD,2021-09-02,2021-09-03,OUT_OF_WARRANTY,2022-09-02,12,Purchased
CTRL-0541,PLAYER479,ZCT2E-W2045647,DualSense Wireless Controller,DS-STANDARD,2022-07-23,2022-08-19,OUT_OF_WARRANTY,2023-07-23,12,Purchased
CTRL-0542,PLAYER480,ZCT1W-W1279750,DualSense Wireless Controller,DS-STANDARD,2022-10-11,2022-11-08,OUT_OF_WARRANTY,2023-10-11,12,Purchased
CTRL-0543,PLAYER481,ZCT1W-U7144765,DualSense Wireless Controller,DS-STANDARD,2023-04-06,2023-04-19,OUT_OF_WARRANTY,2024-04-05,12,Purchased
CTRL-0544,PLAYER482,ZCT1W-C4236994,DualSense Wireless Controller,DS-STANDARD,2023-10-25,2023-10-29,IN_WARRANTY,2024-10-24,12,Purchased
CTRL-0545,PLAYER483,ZCT2E-C3895499,DualSense Wireless Controller,DS-STANDARD,2022-07-19,2022-08-07,OUT_OF_WARRANTY,2023-07-19,12,Purchased
CTRL-0546,PLAYER483,ZCT1W-S7866101,DualSense Wireless Controller,DS-STANDARD,2021-01-07,2021-01-16,OUT_OF_WARRANTY,2022-01-07,12,Purchased
CTRL-0547,PLAYER484,ZCT2E-T6883514,DualSense Wireless Controller,DS-STANDARD,2023-08-13,2023-08-31,IN_WARRANTY,2024-08-12,12,Purchased
CTRL-0548,PLAYER485,ZCT1W-U8767941,DualSense Wireless Controller,DS-STANDARD,2021-07-05,2021-07-10,OUT_OF_WARRANTY,2022-07-05,12,Purchased
CTRL-0549,PLAYER486,ZCT1W-F6326787,DualSense Wireless Controller,DS-STANDARD,2021-02-11,2021-03-07,OUT_OF_WARRANTY,2022-02-11,12,Purchased
CTRL-0550,PLAYER487,ZCT1W-A4649478,DualSense Wireless Controller,DS-STANDARD,2023-08-01,2023-08-03,IN_WARRANTY,2024-07-31,12,Purchased
CTRL-0551,PLAYER488,ZCT1W-K4205892,DualSense Wireless Controller,DS-STANDARD,2021-09-29,2021-10-08,OUT_OF_WARRANTY,2022-09-29,12,Purchased
CTRL-0552,PLAYER489,ZCT1W-N5816345,DualSense Wireless Controller,DS-STANDARD,2021-10-15,2021-11-02,OUT_OF_WARRANTY,2022-10-15,12,Purchased
CTRL-0553,PLAYER490,ZCT2E-P4790986,DualSense Wireless Controller,DS-STANDARD,2022-07-13,2022-08-10,OUT_OF_WARRANTY,2023-07-13,12,Purchased
CTRL-0554,PLAYER491,ZCT1W-F5948143,DualSense Wireless Controller,DS-STANDARD,2023-06-20,2023-06-28,IN_WARRANTY,2024-06-19,12,Purchased
CTRL-0555,PLAYER491,ZCT1W-R6958480,DualSense Wireless Controller,DS-STANDARD,2022-12-16,2023-01-09,OUT_OF_WARRANTY,2023-12-16,12,Purchased
CTRL-0556,PLAYER492,ZCT2E-W3860089,DualSense Limited Edition Controller,DS-LIMITED,2023-03-01,2023-03-05,OUT_OF_WARRANTY,2024-02-29,12,Purchased
CTRL-0557,PLAYER492,ZCT1W-P6820377,DualSense Wireless Controller,DS-STANDARD,2022-08-15,2022-08-21,OUT_OF_WARRANTY,2023-08-15,12,Purchased
CTRL-0558,PLAYER493,ZCT2E-S5512234,DualSense Wireless Controller,DS-STANDARD,2022-03-08,2022-03-16,OUT_OF_WARRANTY,2023-03-08,12,Purchased
CTRL-0559,PLAYER494,ZCT1W-Q5376268,DualSense Limited Edition Controller,DS-LIMITED,2021-08-25,2021-09-10,OUT_OF_WARRANTY,2022-08-25,12,Purchased
CTRL-0560,PLAYER495,ZCT1W-R3345711,DualSense Wireless Controller,DS-STANDARD,2022-10-24,2022-11-04,OUT_OF_WARRANTY,2023-10-24,12,Purchased
CTRL-0561,PLAYER496,ZCT2E-X1567905,DualSense Wireless Controller,DS-STANDARD,2021-08-03,2021-08-23,OUT_OF_WARRANTY,2022-08-03,12,Purchased
CTRL-0562,PLAYER497,ZCT2E-A3663391,DualSense Wireless Controller,DS-STANDARD,2022-11-17,2022-11-27,OUT_OF_WARRANTY,2023-11-17,12,Purchased
CTRL-0563,PLAYER498,ZCT1W-F7006319,DualSense Wireless Controller,DS-STANDARD,2023-08-15,2023-09-01,IN_WARRANTY,2024-08-14,12,Purchased
CTRL-0564,PLAYER498,ZCT1W-A8365343,DualSense Wireless Controller,DS-STANDARD,2023-07-24,2023-08-11,IN_WARRANTY,2024-07-23,12,Purchased
CTRL-0565,PLAYER499,ZCT2E-N8945220,DualSense Edge Wireless Controller,DS-EDGE,2022-05-14,2022-05-22,OUT_OF_WARRANTY,2023-05-14,12,Purchased
CTRL-0566,PLAYER500,ZCT2E-V6668656,DualSense Wireless Controller,DS-STANDARD,2023-04-02,2023-04-11,OUT_OF_WARRANTY,2024-04-01,12,Purchased
CTRL-0567,PLAYER501,ZCT1W-H9505390,DualSense Wireless Controller,DS-STANDARD,2023-05-23,2023-06-16,OUT_OF_WARRANTY,2024-05-22,12,Purchased
CTRL-0568,PLAYER501,ZCT2E-U7723471,DualSense Wireless Controller,DS-STANDARD,2021-12-02,2021-12-18,OUT_OF_WARRANTY,2022-12-02,12,Purchased
CTRL-0569,PLAYER502,ZCT1W-K9792694,DualSense Wireless Controller,DS-STANDARD,2021-10-13,2021-10-17,OUT_OF_WARRANTY,2022-10-13,12,Purchased
CTRL-0570,PLAYER503,ZCT2E-B2516637,DualSense Edge Wireless Controller,DS-EDGE,2022-09-26,2022-10-21,OUT_OF_WARRANTY,2023-09-26,12,Purchased
CTRL-0571,PLAYER504,ZCT1W-M8695935,DualSense Wireless Controller,DS-STANDARD,2023-08-02,2023-08-02,IN_WARRANTY,2024-08-01,12,Purchased
CTRL-0572,PLAYER505,ZCT1W-G3886829,DualSense Edge Wireless Controller,DS-EDGE,2022-09-10,2022-09-19,OUT_OF_WARRANTY,2023-09-10,12,Purchased
CTRL-0573,PLAYER506,ZCT1W-F4962502,DualSense Wireless Controller,DS-STANDARD,2023-06-14,2023-06-16,IN_WARRANTY,2024-06-13,12,Purchased
CTRL-0574,PLAYER507,ZCT1W-E7279004,DualSense Limited Edition Controller,DS-LIMITED,2021-11-23,2021-12-04,OUT_OF_WARRANTY,2022-11-23,12,Purchased
CTRL-0575,PLAYER508,ZCT1W-R7611016,DualSense Wireless Controller,DS-STANDARD,2023-08-26,2023-09-16,IN_WARRANTY,2024-08-25,12,Purchased
CTRL-0576,PLAYER508,ZCT2E-Q5072535,DualSense Wireless Controller,DS-STANDARD,2021-07-16,2021-07-28,OUT_OF_WARRANTY,2022-07-16,12,Purchased
CTRL-0577,PLAYER509,ZCT1W-L3240199,DualSense Wireless Controller,DS-STANDARD,2022-11-01,2022-11-29,OUT_OF_WARRANTY,2023-11-01,12,Purchased
CTRL-0578,PLAYER510,ZCT2E-X8123479,DualSense Wireless Controller,DS-STANDARD,2023-12-30,2024-01-01,IN_WARRANTY,2024-12-29,12,Purchased
CTRL-0579,PLAYER511,ZCT2E-R1451244,DualSense Wireless Controller,DS-STANDARD,2021-12-31,2022-01-24,OUT_OF_WARRANTY,2022-12-31,12,Purchased
CTRL-0580,PLAYER512,ZCT1W-M7078057,DualSense Wireless Controller,DS-STANDARD,2021-01-04,2021-01-23,OUT_OF_WARRANTY,2022-01-04,12,Purchased
CTRL-0581,PLAYER513,ZCT2E-C4859992,DualSense Wireless Controller,DS-STANDARD,2022-01-20,2022-01-21,OUT_OF_WARRANTY,2023-01-20,12,Purchased
CTRL-0582,PLAYER514,ZCT1W-K8304810,DualSense Edge Wireless Controller,DS-EDGE,2021-07-10,2021-07-20,OUT_OF_WARRANTY,2022-07-10,12,Purchased
CTRL-0583,PLAYER514,ZCT2E-W4017812,DualSense Edge Wireless Controller,DS-EDGE,2022-08-07,2022-08-16,OUT_OF_WARRANTY,2023-08-07,12,Purchased
CTRL-0584,PLAYER515,ZCT2E-X9064003,DualSense Limited Edition Controller,DS-LIMITED,2023-05-14,2023-05-19,OUT_OF_WARRANTY,2024-05-13,12,Purchased
CTRL-0585,PLAYER516,ZCT1W-N9679668,DualSense Edge Wireless Controller,DS-EDGE,2021-08-06,2021-08-20,OUT_OF_WARRANTY,2022-08-06,12,Purchased
CTRL-0586,PLAYER517,ZCT1W-M2701295,DualSense Wireless Controller,DS-STANDARD,2023-04-09,2023-05-04,OUT_OF_WARRANTY,2024-04-08,12,Purchased
CTRL-0587,PLAYER518,ZCT1W-F6352364,DualSense Wireless Controller,DS-STANDARD,2023-11-05,2023-11-17,IN_WARRANTY,2024-11-04,12,Purchased
CTRL-0588,PLAYER519,ZCT2E-A9156065,DualSense Wireless Controller,DS-STANDARD,2023-04-03,2023-04-16,OUT_OF_WARRANTY,2024-04-02,12,Purchased
CTRL-0589,PLAYER520,ZCT1W-K8130001,DualSense Edge Wireless Controller,DS-EDGE,2022-06-14,2022-07-07,OUT_OF_WARRANTY,2023-06-14,12,Purchased
CTRL-0590,PLAYER521,ZCT1W-V8554276,DualSense Wireless Controller,DS-STANDARD,2023-08-28,2023-09-19,IN_WARRANTY,2024-08-27,12,Purchased
CTRL-0591,PLAYER521,ZCT2E-T7121365,DualSense Wireless Controller,DS-STANDARD,2022-01-02,2022-01-15,OUT_OF_WARRANTY,2023-01-02,12,Purchased
CTRL-0592,PLAYER522,ZCT2E-X2342330,DualSense Wireless Controller,DS-STANDARD,2022-11-22,2022-12-22,OUT_OF_WARRANTY,2023-11-22,12,Purchased
CTRL-0593,PLAYER523,ZCT2E-G9638526,DualSense Wireless Controller,DS-STANDARD,2023-07-21,2023-08-03,IN_WARRANTY,2024-07-20,12,Purchased
CTRL-0594,PLAYER524,ZCT1W-Q5726375,DualSense Limited Edition Controller,DS-LIMITED,2023-09-30,2023-10-14,IN_WARRANTY,2024-09-29,12,Purchased
CTRL-0595,PLAYER525,ZCT2E-B7195765,DualSense Wireless Controller,DS-STANDARD,2022-11-23,2022-12-14,OUT_OF_WARRANTY,2023-11-23,12,Purchased
CTRL-0596,PLAYER526,ZCT2E-A5483468,DualSense Wireless Controller,DS-STANDARD,2023-01-01,2023-01-14,OUT_OF_WARRANTY,2024-01-01,12,Purchased
CTRL-0597,PLAYER527,ZCT1W-Q6446430,DualSense Wireless Controller,DS-STANDARD,2021-03-14,2021-04-02,OUT_OF_WARRANTY,2022-03-14,12,Purchased
CTRL-0598,PLAYER528,ZCT1W-M1614253,DualSense Wireless Controller,DS-STANDARD,2023-03-23,2023-03-30,OUT_OF_WARRANTY,2024-03-22,12,Purchased
CTRL-0599,PLAYER529,ZCT1W-C9975562,DualSense Edge Wireless Controller,DS-EDGE,2021-07-13,2021-07-17,OUT_OF_WARRANTY,2022-07-13,12,Purchased
CTRL-0600,PLAYER530,ZCT1W-W9278722,DualSense Wireless Controller,DS-STANDARD,2022-07-17,2022-07-28,OUT_OF_WARRANTY,2023-07-17,12,Purchased
CTRL-0601,PLAYER531,ZCT2E-V5095330,DualSense Wireless Controller,DS-STANDARD,2023-12-09,2023-12-27,IN_WARRANTY,2024-12-08,12,Purchased
CTRL-0602,PLAYER532,ZCT2E-B2284063,DualSense Wireless Controller,DS-STANDARD,2021-03-20,2021-03-24,OUT_OF_WARRANTY,2022-03-20,12,Purchased
CTRL-0603,PLAYER532,ZCT1W-N9600542,DualSense Wireless Controller,DS-STANDARD,2021-06-11,2021-06-21,OUT_OF_WARRANTY,2022-06-11,12,Purchased
CTRL-0604,PLAYER533,ZCT2E-P7723294,DualSense Limited Edition Controller,DS-LIMITED,2022-06-11,2022-07-04,OUT_OF_WARRANTY,2023-06-11,12,Purchased
CTRL-0605,PLAYER534,ZCT1W-P2953294,DualSense Wireless Controller,DS-STANDARD,2022-06-19,2022-06-28,OUT_OF_WARRANTY,2023-06-19,12,Purchased
CTRL-0606,PLAYER535,ZCT1W-B7278644,DualSense Wireless Controller,DS-STANDARD,2022-03-17,2022-04-10,OUT_OF_WARRANTY,2023-03-17,12,Purchased
CTRL-0607,PLAYER536,ZCT2E-J4115755,DualSense Wireless Controller,DS-STANDARD,2021-04-04,2021-04-23,OUT_OF_WARRANTY,2022-04-04,12,Purchased
CTRL-0608,PLAYER537,ZCT2E-F5780038,DualSense Wireless Controller,DS-STANDARD,2023-04-14,2023-04-20,OUT_OF_WARRANTY,2024-04-13,12,Purchased
CTRL-0609,PLAYER537,ZCT1W-P3177128,DualSense Wireless Controller,DS-STANDARD,2023-08-06,2023-08-25,IN_WARRANTY,2024-08-05,12,Purchased
CTRL-0610,PLAYER538,ZCT2E-D4713195,DualSense Wireless Controller,DS-STANDARD,2022-10-27,2022-11-03,OUT_OF_WARRANTY,2023-10-27,12,Purchased
CTRL-0611,PLAYER539,ZCT1W-V5829008,DualSense Wireless Controller,DS-STANDARD,2023-08-02,2023-08-20,IN_WARRANTY,2024-08-01,12,Purchased
CTRL-0612,PLAYER540,ZCT2E-W6515543,DualSense Wireless Controller,DS-STANDARD,2023-09-02,2023-10-01,IN_WARRANTY,2024-09-01,12,Purchased
CTRL-0613,PLAYER541,ZCT1W-L6714252,DualSense Wireless Controller,DS-STANDARD,2023-06-30,2023-07-04,IN_WARRANTY,2024-06-29,12,Purchased
CTRL-0614,PLAYER542,ZCT2E-R4533909,DualSense Wireless Controller,DS-STANDARD,2021-12-15,2022-01-05,OUT_OF_WARRANTY,2022-12-15,12,Purchased
CTRL-0615,PLAYER543,ZCT2E-J7760181,DualSense Limited Edition Controller,DS-LIMITED,2021-06-10,2021-06-30,OUT_OF_WARRANTY,2022-06-10,12,Purchased
CTRL-0616,PLAYER544,ZCT2E-T6793159,DualSense Wireless Controller,DS-STANDARD,2023-12-21,2024-01-01,IN_WARRANTY,2024-12-20,12,Purchased
CTRL-0617,PLAYER545,ZCT2E-K6290495,DualSense Wireless Controller,DS-STANDARD,2023-08-16,2023-08-16,IN_WARRANTY,2024-08-15,12,Purchased
CTRL-0618,PLAYER546,ZCT1W-V3797337,DualSense Wireless Controller,DS-STANDARD,2023-06-03,2023-06-16,OUT_OF_WARRANTY,2024-06-02,12,Purchased
CTRL-0619,PLAYER547,ZCT1W-K9233534,DualSense Wireless Controller,DS-STANDARD,2023-02-08,2023-03-09,OUT_OF_WARRANTY,2024-02-08,12,Purchased
