External_Entitlement_ID__c,Player_ID__c,Entitlement_Type__c,Eligible_Product_ProductCode,Promotional_Price__c,Entitlement_Source__c,Valid_From__c,Valid_To__c,Is_Active__c
ENT-000649,PLAYER274,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000650,PLAYER400,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000651,PLAYER339,DISCOUNTED_UPGRADE,DS-EDGE,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000652,PLAYER791,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000653,PLAYER448,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000654,PLAYER396,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000655,PLAYER609,FREE_REPLACEMENT,DS-STANDARD,0.00,WARRANTY,2024-01-01,2025-12-31,true
ENT-000656,PLAYER986,FREE_REPLACEMENT,DS-STANDARD,0.00,WARRANTY,2024-01-01,2025-12-31,true
ENT-000657,PLAYER214,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000658,PLAYER182,DISCOUNTED_UPGRADE,DS-EDGE,49.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000659,PLAYER715,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000660,PLAYER940,FREE_REPLACEMENT,DS-STANDARD,0.00,PROMOTION,2024-01-01,2025-12-31,true
ENT-000661,PLAYER090,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000662,PLAYER190,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000663,PLAYER806,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000664,PLAYER865,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000665,PLAYER014,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000666,PLAYER377,DISCOUNTED_UPGRADE,DS-EDGE,79.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000667,PLAYER126,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000668,PLAYER054,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000669,PLAYER964,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000670,PLAYER908,DISCOUNTED_UPGRADE,DS-LIMITED,49.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000671,PLAYER581,DISCOUNTED_UPGRADE,DS-LIMITED,129.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000672,PLAYER107,DISCOUNTED_UPGRADE,DS-LIMITED,49.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000673,PLAYER547,DISCOUNTED_UPGRADE,DS-EDGE,109.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000674,PLAYER146,FREE_REPLACEMENT,DS-STANDARD,0.00,LOYALTY,2024-01-01,2025-12-31,true
ENT-000675,PLAYER378,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000676,PLAYER161,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000677,PLAYER372,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000678,PLAYER817,DISCOUNTED_UPGRADE,DS-EDGE,129.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000679,PLAYER116,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000680,PLAYER957,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000681,PLAYER897,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000682,PLAYER841,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000683,PLAYER228,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000684,PLAYER592,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000685,PLAYER410,FREE_REPLACEMENT,DS-STANDARD,0.00,WARRANTY,2024-01-01,2025-12-31,true
ENT-000686,PLAYER193,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000687,PLAYER115,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000688,PLAYER848,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000689,PLAYER834,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000690,PLAYER065,DISCOUNTED_UPGRADE,DS-EDGE,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000691,PLAYER532,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000692,PLAYER496,DISCOUNTED_UPGRADE,DS-LIMITED,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000693,PLAYER317,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000694,PLAYER328,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000695,PLAYER028,FREE_REPLACEMENT,DS-STANDARD,0.00,LOYALTY,2024-01-01,2025-12-31,true
ENT-000696,PLAYER991,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000697,PLAYER709,FREE_REPLACEMENT,DS-STANDARD,0.00,LOYALTY,2024-01-01,2025-12-31,true
ENT-000698,PLAYER782,DISCOUNTED_UPGRADE,DS-LIMITED,49.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000699,PLAYER169,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000700,PLAYER388,FREE_REPLACEMENT,DS-STANDARD,0.00,WARRANTY,2024-01-01,2025-12-31,true
ENT-000701,PLAYER727,DISCOUNTED_UPGRADE,DS-LIMITED,129.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000702,PLAYER929,DISCOUNTED_UPGRADE,DS-LIMITED,79.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000703,PLAYER744,FREE_REPLACEMENT,DS-STANDARD,0.00,WARRANTY,2024-01-01,2025-12-31,true
ENT-000704,PLAYER803,DISCOUNTED_UPGRADE,DS-EDGE,79.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000705,PLAYER383,FREE_REPLACEMENT,DS-STANDARD,0.00,WARRANTY,2024-01-01,2025-12-31,true
ENT-000706,PLAYER848,DISCOUNTED_UPGRADE,DS-STANDARD,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000707,PLAYER155,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000708,PLAYER618,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000709,PLAYER874,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000710,PLAYER231,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000711,PLAYER090,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000712,PLAYER359,FREE_REPLACEMENT,DS-STANDARD,0.00,WARRANTY,2024-01-01,2025-12-31,true
ENT-000713,PLAYER407,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000714,PLAYER524,DISCOUNTED_UPGRADE,DS-EDGE,129.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000715,PLAYER783,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000716,PLAYER102,DISCOUNTED_UPGRADE,DS-EDGE,49.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000717,PLAYER406,DISCOUNTED_UPGRADE,DS-EDGE,79.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000718,PLAYER695,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000719,PLAYER724,DISCOUNTED_UPGRADE,DS-EDGE,129.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000720,PLAYER781,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000721,PLAYER206,FIRMWARE_ONLY,,,WARRANTY,2024-01-01,2025-12-31,true
ENT-000722,PLAYER135,DISCOUNTED_UPGRADE,DS-STANDARD,79.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000723,PLAYER157,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000724,PLAYER109,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000725,PLAYER574,DISCOUNTED_UPGRADE,DS-LIMITED,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000726,PLAYER752,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000727,PLAYER188,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000728,PLAYER051,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000729,PLAYER069,DISCOUNTED_UPGRADE,DS-LIMITED,49.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000730,PLAYER407,FREE_REPLACEMENT,DS-STANDARD,0.00,WARRANTY,2024-01-01,2025-12-31,true
ENT-000731,PLAYER283,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000732,PLAYER007,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000733,PLAYER973,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000734,PLAYER014,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000735,PLAYER411,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000736,PLAYER804,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000737,PLAYER849,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000738,PLAYER322,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000739,PLAYER371,DISCOUNTED_UPGRADE,DS-LIMITED,49.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000740,PLAYER960,DISCOUNTED_UPGRADE,DS-EDGE,49.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000741,PLAYER738,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000742,PLAYER580,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000743,PLAYER351,FIRMWARE_ONLY,,,WARRANTY,2024-01-01,2025-12-31,true
ENT-000744,PLAYER018,DISCOUNTED_UPGRADE,DS-LIMITED,49.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000745,PLAYER739,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000746,PLAYER561,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000747,PLAYER062,DISCOUNTED_UPGRADE,DS-STANDARD,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000748,PLAYER260,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000749,PLAYER683,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000750,PLAYER888,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000751,PLAYER678,FIRMWARE_ONLY,,,WARRANTY,2024-01-01,2025-12-31,true
ENT-000752,PLAYER076,FREE_REPLACEMENT,DS-STANDARD,0.00,PROMOTION,2024-01-01,2025-12-31,true
ENT-000753,PLAYER250,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000754,PLAYER441,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000755,PLAYER038,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000756,PLAYER437,DISCOUNTED_UPGRADE,DS-EDGE,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000757,PLAYER818,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000758,PLAYER399,DISCOUNTED_UPGRADE,DS-EDGE,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000759,PLAYER591,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000760,PLAYER861,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000761,PLAYER119,DISCOUNTED_UPGRADE,DS-LIMITED,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000762,PLAYER317,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000763,PLAYER032,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000764,PLAYER239,DISCOUNTED_UPGRADE,DS-STANDARD,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000765,PLAYER601,DISCOUNTED_UPGRADE,DS-EDGE,49.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000766,PLAYER498,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000767,PLAYER656,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000768,PLAYER729,DISCOUNTED_UPGRADE,DS-STANDARD,79.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000769,PLAYER992,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000770,PLAYER558,FREE_REPLACEMENT,DS-STANDARD,0.00,WARRANTY,2024-01-01,2025-12-31,true
ENT-000771,PLAYER509,DISCOUNTED_UPGRADE,DS-LIMITED,129.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000772,PLAYER461,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000773,PLAYER395,FREE_REPLACEMENT,DS-STANDARD,0.00,WARRANTY,2024-01-01,2025-12-31,true
ENT-000774,PLAYER708,FREE_REPLACEMENT,DS-STANDARD,0.00,WARRANTY,2024-01-01,2025-12-31,true
ENT-000775,PLAYER879,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000776,PLAYER251,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000777,PLAYER226,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000778,PLAYER757,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000779,PLAYER191,DISCOUNTED_UPGRADE,DS-EDGE,49.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000780,PLAYER904,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000781,PLAYER329,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000782,PLAYER478,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000783,PLAYER113,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000784,PLAYER691,DISCOUNTED_UPGRADE,DS-EDGE,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000785,PLAYER874,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000786,PLAYER636,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000787,PLAYER403,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000788,PLAYER945,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000789,PLAYER306,FREE_REPLACEMENT,DS-STANDARD,0.00,WARRANTY,2024-01-01,2025-12-31,true
ENT-000790,PLAYER896,FREE_REPLACEMENT,DS-STANDARD,0.00,WARRANTY,2024-01-01,2025-12-31,true
ENT-000791,PLAYER764,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000792,PLAYER315,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000793,PLAYER125,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000794,PLAYER968,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000795,PLAYER232,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000796,PLAYER539,DISCOUNTED_UPGRADE,DS-STANDARD,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000797,PLAYER608,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000798,PLAYER741,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000799,PLAYER686,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000800,PLAYER256,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000801,PLAYER457,DISCOUNTED_UPGRADE,DS-STANDARD,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000802,PLAYER882,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000803,PLAYER780,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000804,PLAYER309,FREE_REPLACEMENT,DS-STANDARD,0.00,PROMOTION,2024-01-01,2025-12-31,true
ENT-000805,PLAYER357,DISCOUNTED_UPGRADE,DS-EDGE,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000806,PLAYER345,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000807,PLAYER820,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000808,PLAYER011,DISCOUNTED_UPGRADE,DS-EDGE,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000809,PLAYER444,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000810,PLAYER741,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000811,PLAYER145,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000812,PLAYER209,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000813,PLAYER542,FREE_REPLACEMENT,DS-STANDARD,0.00,WARRANTY,2024-01-01,2025-12-31,true
ENT-000814,PLAYER195,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000815,PLAYER694,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000816,PLAYER945,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000817,PLAYER370,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000818,PLAYER336,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000819,PLAYER075,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000820,PLAYER907,DISCOUNTED_UPGRADE,DS-EDGE,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000821,PLAYER849,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000822,PLAYER879,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000823,PLAYER300,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000824,PLAYER213,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000825,PLAYER309,DISCOUNTED_UPGRADE,DS-EDGE,129.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000826,PLAYER760,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000827,PLAYER691,FREE_REPLACEMENT,DS-STANDARD,0.00,WARRANTY,2024-01-01,2025-12-31,true
ENT-000828,PLAYER801,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000829,PLAYER852,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000830,PLAYER725,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000831,PLAYER772,DISCOUNTED_UPGRADE,DS-STANDARD,79.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000832,PLAYER092,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000833,PLAYER679,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000834,PLAYER477,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000835,PLAYER310,DISCOUNTED_UPGRADE,DS-EDGE,49.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000836,PLAYER234,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000837,PLAYER166,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000838,PLAYER186,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000839,PLAYER894,DISCOUNTED_UPGRADE,DS-STANDARD,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000840,PLAYER533,DISCOUNTED_UPGRADE,DS-LIMITED,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000841,PLAYER140,FIRMWARE_ONLY,,,WARRANTY,2024-01-01,2025-12-31,true
ENT-000842,PLAYER411,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000843,PLAYER221,DISCOUNTED_UPGRADE,DS-STANDARD,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000844,PLAYER225,DISCOUNTED_UPGRADE,DS-EDGE,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000845,PLAYER070,DISCOUNTED_UPGRADE,DS-LIMITED,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000846,PLAYER374,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000847,PLAYER449,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000848,PLAYER625,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000849,PLAYER059,DISCOUNTED_UPGRADE,DS-EDGE,109.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000850,PLAYER058,DISCOUNTED_UPGRADE,DS-STANDARD,79.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000851,PLAYER596,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000852,PLAYER789,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000853,PLAYER836,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000854,PLAYER030,DISCOUNTED_UPGRADE,DS-LIMITED,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000855,PLAYER131,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000856,PLAYER304,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000857,PLAYER829,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000858,PLAYER167,DISCOUNTED_UPGRADE,DS-LIMITED,79.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000859,PLAYER054,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000860,PLAYER424,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000861,PLAYER658,FIRMWARE_ONLY,,,WARRANTY,2024-01-01,2025-12-31,true
ENT-000862,PLAYER329,FREE_REPLACEMENT,DS-STANDARD,0.00,WARRANTY,2024-01-01,2025-12-31,true
ENT-000863,PLAYER109,DISCOUNTED_UPGRADE,DS-EDGE,49.99,WARRANTY,2024-01-01,2025-12-31,true
