External_Controller_ID__c,Name,SerialNumber,ProductCode,Player_ID__c,PurchaseDate,InstallDate,Warranty_Months__c,Warranty_Expiry_Date__c,Warranty_Status__c,Status
CTRL-0465,DualSense Wireless Controller,ZCT1W-U7311740,DS-STANDARD,PLAYER412,2022-03-27,2022-04-17,12,2023-03-27,OUT_OF_WARRANTY,Purchased
CTRL-0466,DualSense Wireless Controller,ZCT1W-J8887227,DS-STANDARD,PLAYER413,2022-01-19,2022-02-11,12,2023-01-19,OUT_OF_WARRANTY,Purchased
CTRL-0467,DualSense Edge Wireless Controller,ZCT2E-K3211101,DS-EDGE,PLAYER414,2022-02-11,2022-03-03,12,2023-02-11,OUT_OF_WARRANTY,Purchased
CTRL-0468,DualSense Edge Wireless Controller,ZCT1W-S4593496,DS-EDGE,PLAYER414,2021-05-18,2021-06-02,12,2022-05-18,OUT_OF_WARRANTY,Purchased
CTRL-0469,DualSense Wireless Controller,ZCT1W-F1651169,DS-STANDARD,PLAYER415,2022-06-23,2022-07-12,12,2023-06-23,OUT_OF_WARRANTY,Purchased
CTRL-0470,DualSense Wireless Controller,ZCT2E-W4937877,DS-STANDARD,PLAYER416,2023-09-19,2023-10-05,12,2024-09-18,IN_WARRANTY,Purchased
CTRL-0471,DualSense Wireless Controller,ZCT1W-K4890524,DS-STANDARD,PLAYER416,2023-09-21,2023-10-06,12,2024-09-20,IN_WARRANTY,Purchased
CTRL-0472,DualSense Wireless Controller,ZCT2E-V6991611,DS-STANDARD,PLAYER417,2022-08-29,2022-09-01,12,2023-08-29,OUT_OF_WARRANTY,Purchased
CTRL-0473,DualSense Wireless Controller,ZCT1W-D5819613,DS-STANDARD,PLAYER418,2023-07-05,2023-07-15,12,2024-07-04,IN_WARRANTY,Purchased
CTRL-0474,DualSense Wireless Controller,ZCT1W-X8128056,DS-STANDARD,PLAYER419,2023-08-10,2023-09-09,12,2024-08-09,IN_WARRANTY,Purchased
CTRL-0475,DualSense Wireless Controller,ZCT2E-X2904822,DS-STANDARD,PLAYER420,2023-03-27,2023-04-18,12,2024-03-26,OUT_OF_WARRANTY,Purchased
CTRL-0476,DualSense Wireless Controller,ZCT1W-R9206984,DS-STANDARD,PLAYER421,2022-04-26,2022-04-26,12,2023-04-26,OUT_OF_WARRANTY,Purchased
CTRL-0477,DualSense Wireless Controller,ZCT2E-J9514225,DS-STANDARD,PLAYER422,2023-04-18,2023-04-19,12,2024-04-17,OUT_OF_WARRANTY,Purchased
CTRL-0478,DualSense Wireless Controller,ZCT2E-J6328751,DS-STANDARD,PLAYER423,2023-06-25,2023-07-08,12,2024-06-24,IN_WARRANTY,Purchased
CTRL-0479,DualSense Wireless Controller,ZCT2E-J1916595,DS-STANDARD,PLAYER424,2022-03-25,2022-04-04,12,2023-03-25,OUT_OF_WARRANTY,Purchased
CTRL-0480,DualSense Wireless Controller,ZCT1W-K8510091,DS-STANDARD,PLAYER425,2021-12-08,2021-12-25,12,2022-12-08,OUT_OF_WARRANTY,Purchased
CTRL-0481,DualSense Wireless Controller,ZCT1W-W2850788,DS-STANDARD,PLAYER426,2022-11-07,2022-11-11,12,2023-11-07,OUT_OF_WARRANTY,Purchased
CTRL-0482,DualSense Wireless Controller,ZCT1W-A7361721,DS-STANDARD,PLAYER427,2022-11-14,2022-12-13,12,2023-11-14,OUT_OF_WARRANTY,Purchased
CTRL-0483,DualSense Wireless Controller,ZCT2E-T2064762,DS-STANDARD,PLAYER428,2023-11-29,2023-12-05,12,2024-11-28,IN_WARRANTY,Purchased
CTRL-0484,DualSense Wireless Controller,ZCT2E-T4329267,DS-STANDARD,PLAYER428,2024-01-03,2024-01-15,12,2025-01-02,IN_WARRANTY,Purchased
CTRL-0485,DualSense Wireless Controller,ZCT1W-K3707912,DS-STANDARD,PLAYER429,2022-11-10,2022-11-23,12,2023-11-10,OUT_OF_WARRANTY,Purchased
CTRL-0486,DualSense Wireless Controller,ZCT1W-T5172556,DS-STANDARD,PLAYER430,2021-03-15,2021-04-11,12,2022-03-15,OUT_OF_WARRANTY,Purchased
CTRL-0487,DualSense Wireless Controller,ZCT1W-S2720012,DS-STANDARD,PLAYER431,2023-09-21,2023-09-22,12,2024-09-20,IN_WARRANTY,Purchased
CTRL-0488,DualSense Limited Edition Controller,ZCT1W-K6057767,DS-LIMITED,PLAYER432,2022-05-22,2022-05-23,12,2023-05-22,OUT_OF_WARRANTY,Purchased
CTRL-0489,DualSense Wireless Controller,ZCT2E-D7339384,DS-STANDARD,PLAYER433,2021-09-26,2021-10-22,12,2022-09-26,OUT_OF_WARRANTY,Purchased
CTRL-0490,DualSense Limited Edition Controller,ZCT2E-C2283911,DS-LIMITED,PLAYER434,2023-05-01,2023-05-01,12,2024-04-30,OUT_OF_WARRANTY,Purchased
CTRL-0491,DualSense Wireless Controller,ZCT1W-T3547579,DS-STANDARD,PLAYER435,2023-03-13,2023-03-19,12,2024-03-12,OUT_OF_WARRANTY,Purchased
CTRL-0492,DualSense Wireless Controller,ZCT2E-L8132878,DS-STANDARD,PLAYER436,2021-02-17,2021-02-26,12,2022-02-17,OUT_OF_WARRANTY,Purchased
CTRL-0493,DualSense Wireless Controller,ZCT2E-Q4400182,DS-STANDARD,PLAYER437,2023-08-24,2023-09-05,12,2024-08-23,IN_WARRANTY,Purchased
CTRL-0494,DualSense Wireless Controller,ZCT2E-P2561327,DS-STANDARD,PLAYER438,2023-04-13,2023-04-30,12,2024-04-12,OUT_OF_WARRANTY,Purchased
CTRL-0495,DualSense Wireless Controller,ZCT2E-R5771825,DS-STANDARD,PLAYER439,2023-12-29,2024-01-14,12,2024-12-28,IN_WARRANTY,Purchased
CTRL-0496,DualSense Wireless Controller,ZCT1W-N1288778,DS-STANDARD,PLAYER440,2023-03-18,2023-04-17,12,2024-03-17,OUT_OF_WARRANTY,Purchased
CTRL-0497,DualSense Wireless Controller,ZCT2E-T2817044,DS-STANDARD,PLAYER441,2021-02-20,2021-03-04,12,2022-02-20,OUT_OF_WARRANTY,Purchased
CTRL-0498,DualSense Wireless Controller,ZCT1W-Q7204577,DS-STANDARD,PLAYER442,2021-08-12,2021-09-01,12,2022-08-12,OUT_OF_WARRANTY,Purchased
CTRL-0499,DualSense Wireless Controller,ZCT2E-L3412081,DS-STANDARD,PLAYER443,2021-06-21,2021-06-24,12,2022-06-21,OUT_OF_WARRANTY,Purchased
CTRL-0500,DualSense Wireless Controller,ZCT1W-G9217672,DS-STANDARD,PLAYER443,2021-06-21,2021-06-25,12,2022-06-21,OUT_OF_WARRANTY,Purchased
CTRL-0501,DualSense Wireless Controller,ZCT2E-V8944257,DS-STANDARD,PLAYER444,2022-04-22,2022-04-23,12,2023-04-22,OUT_OF_WARRANTY,Purchased
CTRL-0502,DualSense Wireless Controller,ZCT2E-J7909840,DS-STANDARD,PLAYER445,2022-11-23,2022-12-19,12,2023-11-23,OUT_OF_WARRANTY,Purchased
CTRL-0503,DualSense Wireless Controller,ZCT1W-B6392918,DS-STANDARD,PLAYER446,2023-04-13,2023-05-10,12,2024-04-12,OUT_OF_WARRANTY,Purchased
CTRL-0504,DualSense Wireless Controller,ZCT1W-J4510199,DS-STANDARD,PLAYER447,2023-09-28,2023-10-15,12,2024-09-27,IN_WARRANTY,Purchased
CTRL-0505,DualSense Wireless Controller,ZCT2E-L4955049,DS-STANDARD,PLAYER448,2023-09-17,2023-10-03,12,2024-09-16,IN_WARRANTY,Purchased
CTRL-0506,DualSense Wireless Controller,ZCT1W-D8142094,DS-STANDARD,PLAYER449,2023-02-09,2023-02-13,12,2024-02-09,OUT_OF_WARRANTY,Purchased
CTRL-0507,DualSense Wireless Controller,ZCT1W-F9723129,DS-STANDARD,PLAYER450,2021-12-07,2021-12-13,12,2022-12-07,OUT_OF_WARRANTY,Purchased
CTRL-0508,DualSense Wireless Controller,ZCT2E-D1655350,DS-STANDARD,PLAYER450,2023-10-12,2023-10-17,12,2024-10-11,IN_WARRANTY,Purchased
CTRL-0509,DualSense Wireless Controller,ZCT2E-E8015348,DS-STANDARD,PLAYER451,2022-08-31,2022-09-03,12,2023-08-31,OUT_OF_WARRANTY,Purchased
CTRL-0510,DualSense Wireless Controller,ZCT2E-K5548431,DS-STANDARD,PLAYER452,2023-02-01,2023-02-19,12,2024-02-01,OUT_OF_WARRANTY,Purchased
CTRL-0511,DualSense Wireless Controller,ZCT1W-E5868694,DS-STANDARD,PLAYER452,2022-02-23,2022-03-20,12,2023-02-23,OUT_OF_WARRANTY,Purchased
CTRL-0512,DualSense Wireless Controller,ZCT2E-S5215097,DS-STANDARD,PLAYER453,2022-03-08,2022-04-06,12,2023-03-08,OUT_OF_WARRANTY,Purchased
CTRL-0513,DualSense Edge Wireless Controller,ZCT2E-E3755459,DS-EDGE,PLAYER454,2023-12-10,2024-01-01,12,2024-12-09,IN_WARRANTY,Purchased
CTRL-0514,DualSense Wireless Controller,ZCT2E-A6329920,DS-STANDARD,PLAYER455,2021-11-04,2021-11-19,12,2022-11-04,OUT_OF_WARRANTY,Purchased
CTRL-0515,DualSense Wireless Controller,ZCT1W-A6231815,DS-STANDARD,PLAYER456,2022-02-13,2022-03-07,12,2023-02-13,OUT_OF_WARRANTY,Purchased
CTRL-0516,DualSense Wireless Controller,ZCT1W-T8693923,DS-STANDARD,PLAYER457,2021-05-06,2021-05-25,12,2022-05-06,OUT_OF_WARRANTY,Purchased
CTRL-0517,DualSense Limited Edition Controller,ZCT2E-V3624846,DS-LIMITED,PLAYER458,2022-04-08,2022-04-19,12,2023-04-08,OUT_OF_WARRANTY,Purchased
CTRL-0518,DualSense Wireless Controller,ZCT1W-G5606698,DS-STANDARD,PLAYER459,2023-05-23,2023-06-10,12,2024-05-22,OUT_OF_WARRANTY,Purchased
CTRL-0519,DualSense Wireless Controller,ZCT2E-M7765720,DS-STANDARD,PLAYER459,2022-02-19,2022-02-21,12,2023-02-19,OUT_OF_WARRANTY,Purchased
CTRL-0520,DualSense Wireless Controller,ZCT1W-D4631285,DS-STANDARD,PLAYER460,2022-06-23,2022-07-11,12,2023-06-23,OUT_OF_WARRANTY,Purchased
CTRL-0521,DualSense Wireless Controller,ZCT1W-E9763038,DS-STANDARD,PLAYER461,2023-02-24,2023-03-06,12,2024-02-24,OUT_OF_WARRANTY,Purchased
CTRL-0522,DualSense Wireless Controller,ZCT2E-V8942448,DS-STANDARD,PLAYER461,2021-01-06,2021-01-31,12,2022-01-06,OUT_OF_WARRANTY,Purchased
CTRL-0523,DualSense Wireless Controller,ZCT1W-G2532401,DS-STANDARD,PLAYER462,2021-10-28,2021-11-01,12,2022-10-28,OUT_OF_WARRANTY,Purchased
CTRL-0524,DualSense Wireless Controller,ZCT1W-R1004141,DS-STANDARD,PLAYER463,2021-04-17,2021-04-21,12,2022-04-17,OUT_OF_WARRANTY,Purchased
CTRL-0525,DualSense Edge Wireless Controller,ZCT2E-P8913629,DS-EDGE,PLAYER464,2022-11-01,2022-11-10,12,2023-11-01,OUT_OF_WARRANTY,Purchased
CTRL-0526,DualSense Wireless Controller,ZCT1W-H7597584,DS-STANDARD,PLAYER465,2023-03-01,2023-03-23,12,2024-02-29,OUT_OF_WARRANTY,Purchased
CTRL-0527,DualSense Wireless Controller,ZCT2E-M6230495,DS-STANDARD,PLAYER466,2022-10-12,2022-10-28,12,2023-10-12,OUT_OF_WARRANTY,Purchased
CTRL-0528,DualSense Edge Wireless Controller,ZCT1W-V4588635,DS-EDGE,PLAYER467,2021-12-07,2022-01-06,12,2022-12-07,OUT_OF_WARRANTY,Purchased
CTRL-0529,DualSense Edge Wireless Controller,ZCT2E-E8335724,DS-EDGE,PLAYER467,2023-10-01,2023-10-23,12,2024-09-30,IN_WARRANTY,Purchased
CTRL-0530,DualSense Edge Wireless Controller,ZCT2E-X3017289,DS-EDGE,PLAYER468,2023-06-11,2023-07-01,12,2024-06-10,IN_WARRANTY,Purchased
CTRL-0531,DualSense Wireless Controller,ZCT2E-F1424388,DS-STANDARD,PLAYER469,2023-08-13,2023-09-06,12,2024-08-12,IN_WARRANTY,Purchased
CTRL-0532,DualSense Wireless Controller,ZCT2E-P4586632,DS-STANDARD,PLAYER470,2022-01-27,2022-02-08,12,2023-01-27,OUT_OF_WARRANTY,Purchased
CTRL-0533,DualSense Wireless Controller,ZCT2E-F1179053,DS-STANDARD,PLAYER471,2023-01-10,2023-01-26,12,2024-01-10,OUT_OF_WARRANTY,Purchased
CTRL-0534,DualSense Wireless Controller,ZCT1W-A6207491,DS-STANDARD,PLAYER472,2023-01-26,2023-02-24,12,2024-01-26,OUT_OF_WARRANTY,Purchased
CTRL-0535,DualSense Wireless Controller,ZCT2E-S1218011,DS-STANDARD,PLAYER473,2021-03-10,2021-03-30,12,2022-03-10,OUT_OF_WARRANTY,Purchased
CTRL-0536,DualSense Edge Wireless Controller,ZCT2E-W9031838,DS-EDGE,PLAYER474,2023-03-27,2023-03-28,12,2024-03-26,OUT_OF_WARRANTY,Purchased
CTRL-0537,DualSense Wireless Controller,ZCT2E-J1960109,DS-STANDARD,PLAYER475,2021-03-04,2021-03-31,12,2022-03-04,OUT_OF_WARRANTY,Purchased
CTRL-0538,DualSense Wireless Controller,ZCT2E-V8624921,DS-STANDARD,PLAYER476,2023-08-28,2023-09-20,12,2024-08-27,IN_WARRANTY,Purchased
CTRL-0539,DualSense Limited Edition Controller,ZCT1W-B7199749,DS-LIMITED,PLAYER477,2021-11-10,2021-12-02,12,2022-11-10,OUT_OF_WARRANTY,Purchased
CTRL-0540,DualSense Wireless Controller,ZCT1W-E2389566,DS-STANDARD,PLAYER478,2021-09-02,2021-09-03,12,2022-09-02,OUT_OF_WARRANTY,Purchased
CTRL-0541,DualSense Wireless Controller,ZCT2E-W2045647,DS-STANDARD,PLAYER479,2022-07-23,2022-08-19,12,2023-07-23,OUT_OF_WARRANTY,Purchased
CTRL-0542,DualSense Wireless Controller,ZCT1W-W1279750,DS-STANDARD,PLAYER480,2022-10-11,2022-11-08,12,2023-10-11,OUT_OF_WARRANTY,Purchased
CTRL-0543,DualSense Wireless Controller,ZCT1W-U7144765,DS-STANDARD,PLAYER481,2023-04-06,2023-04-19,12,2024-04-05,OUT_OF_WARRANTY,Purchased
CTRL-0544,DualSense Wireless Controller,ZCT1W-C4236994,DS-STANDARD,PLAYER482,2023-10-25,2023-10-29,12,2024-10-24,IN_WARRANTY,Purchased
CTRL-0545,DualSense Wireless Controller,ZCT2E-C3895499,DS-STANDARD,PLAYER483,2022-07-19,2022-08-07,12,2023-07-19,OUT_OF_WARRANTY,Purchased
CTRL-0546,DualSense Wireless Controller,ZCT1W-S7866101,DS-STANDARD,PLAYER483,2021-01-07,2021-01-16,12,2022-01-07,OUT_OF_WARRANTY,Purchased
CTRL-0547,DualSense Wireless Controller,ZCT2E-T6883514,DS-STANDARD,PLAYER484,2023-08-13,2023-08-31,12,2024-08-12,IN_WARRANTY,Purchased
CTRL-0548,DualSense Wireless Controller,ZCT1W-U8767941,DS-STANDARD,PLAYER485,2021-07-05,2021-07-10,12,2022-07-05,OUT_OF_WARRANTY,Purchased
CTRL-0549,DualSense Wireless Controller,ZCT1W-F6326787,DS-STANDARD,PLAYER486,2021-02-11,2021-03-07,12,2022-02-11,OUT_OF_WARRANTY,Purchased
CTRL-0550,DualSense Wireless Controller,ZCT1W-A4649478,DS-STANDARD,PLAYER487,2023-08-01,2023-08-03,12,2024-07-31,IN_WARRANTY,Purchased
CTRL-0551,DualSense Wireless Controller,ZCT1W-K4205892,DS-STANDARD,PLAYER488,2021-09-29,2021-10-08,12,2022-09-29,OUT_OF_WARRANTY,Purchased
CTRL-0552,DualSense Wireless Controller,ZCT1W-N5816345,DS-STANDARD,PLAYER489,2021-10-15,2021-11-02,12,2022-10-15,OUT_OF_WARRANTY,Purchased
CTRL-0553,DualSense Wireless Controller,ZCT2E-P4790986,DS-STANDARD,PLAYER490,2022-07-13,2022-08-10,12,2023-07-13,OUT_OF_WARRANTY,Purchased
CTRL-0554,DualSense Wireless Controller,ZCT1W-F5948143,DS-STANDARD,PLAYER491,2023-06-20,2023-06-28,12,2024-06-19,IN_WARRANTY,Purchased
CTRL-0555,DualSense Wireless Controller,ZCT1W-R6958480,DS-STANDARD,PLAYER491,2022-12-16,2023-01-09,12,2023-12-16,OUT_OF_WARRANTY,Purchased
CTRL-0556,DualSense Limited Edition Controller,ZCT2E-W3860089,DS-LIMITED,PLAYER492,2023-03-01,2023-03-05,12,2024-02-29,OUT_OF_WARRANTY,Purchased
CTRL-0557,DualSense Wireless Controller,ZCT1W-P6820377,DS-STANDARD,PLAYER492,2022-08-15,2022-08-21,12,2023-08-15,OUT_OF_WARRANTY,Purchased
CTRL-0558,DualSense Wireless Controller,ZCT2E-S5512234,DS-STANDARD,PLAYER493,2022-03-08,2022-03-16,12,2023-03-08,OUT_OF_WARRANTY,Purchased
CTRL-0559,DualSense Limited Edition Controller,ZCT1W-Q5376268,DS-LIMITED,PLAYER494,2021-08-25,2021-09-10,12,2022-08-25,OUT_OF_WARRANTY,Purchased
CTRL-0560,DualSense Wireless Controller,ZCT1W-R3345711,DS-STANDARD,PLAYER495,2022-10-24,2022-11-04,12,2023-10-24,OUT_OF_WARRANTY,Purchased
CTRL-0561,DualSense Wireless Controller,ZCT2E-X1567905,DS-STANDARD,PLAYER496,2021-08-03,2021-08-23,12,2022-08-03,OUT_OF_WARRANTY,Purchased
CTRL-0562,DualSense Wireless Controller,ZCT2E-A3663391,DS-STANDARD,PLAYER497,2022-11-17,2022-11-27,12,2023-11-17,OUT_OF_WARRANTY,Purchased
CTRL-0563,DualSense Wireless Controller,ZCT1W-F7006319,DS-STANDARD,PLAYER498,2023-08-15,2023-09-01,12,2024-08-14,IN_WARRANTY,Purchased
CTRL-0564,DualSense Wireless Controller,ZCT1W-A8365343,DS-STANDARD,PLAYER498,2023-07-24,2023-08-11,12,2024-07-23,IN_WARRANTY,Purchased
CTRL-0565,DualSense Edge Wireless Controller,ZCT2E-N8945220,DS-EDGE,PLAYER499,2022-05-14,2022-05-22,12,2023-05-14,OUT_OF_WARRANTY,Purchased
CTRL-0566,DualSense Wireless Controller,ZCT2E-V6668656,DS-STANDARD,PLAYER500,2023-04-02,2023-04-11,12,2024-04-01,OUT_OF_WARRANTY,Purchased
CTRL-0567,DualSense Wireless Controller,ZCT1W-H9505390,DS-STANDARD,PLAYER501,2023-05-23,2023-06-16,12,2024-05-22,OUT_OF_WARRANTY,Purchased
CTRL-0568,DualSense Wireless Controller,ZCT2E-U7723471,DS-STANDARD,PLAYER501,2021-12-02,2021-12-18,12,2022-12-02,OUT_OF_WARRANTY,Purchased
CTRL-0569,DualSense Wireless Controller,ZCT1W-K9792694,DS-STANDARD,PLAYER502,2021-10-13,2021-10-17,12,2022-10-13,OUT_OF_WARRANTY,Purchased
CTRL-0570,DualSense Edge Wireless Controller,ZCT2E-B2516637,DS-EDGE,PLAYER503,2022-09-26,2022-10-21,12,2023-09-26,OUT_OF_WARRANTY,Purchased
CTRL-0571,DualSense Wireless Controller,ZCT1W-M8695935,DS-STANDARD,PLAYER504,2023-08-02,2023-08-02,12,2024-08-01,IN_WARRANTY,Purchased
CTRL-0572,DualSense Edge Wireless Controller,ZCT1W-G3886829,DS-EDGE,PLAYER505,2022-09-10,2022-09-19,12,2023-09-10,OUT_OF_WARRANTY,Purchased
CTRL-0573,DualSense Wireless Controller,ZCT1W-F4962502,DS-STANDARD,PLAYER506,2023-06-14,2023-06-16,12,2024-06-13,IN_WARRANTY,Purchased
CTRL-0574,DualSense Limited Edition Controller,ZCT1W-E7279004,DS-LIMITED,PLAYER507,2021-11-23,2021-12-04,12,2022-11-23,OUT_OF_WARRANTY,Purchased
CTRL-0575,DualSense Wireless Controller,ZCT1W-R7611016,DS-STANDARD,PLAYER508,2023-08-26,2023-09-16,12,2024-08-25,IN_WARRANTY,Purchased
CTRL-0576,DualSense Wireless Controller,ZCT2E-Q5072535,DS-STANDARD,PLAYER508,2021-07-16,2021-07-28,12,2022-07-16,OUT_OF_WARRANTY,Purchased
CTRL-0577,DualSense Wireless Controller,ZCT1W-L3240199,DS-STANDARD,PLAYER509,2022-11-01,2022-11-29,12,2023-11-01,OUT_OF_WARRANTY,Purchased
CTRL-0578,DualSense Wireless Controller,ZCT2E-X8123479,DS-STANDARD,PLAYER510,2023-12-30,2024-01-01,12,2024-12-29,IN_WARRANTY,Purchased
CTRL-0579,DualSense Wireless Controller,ZCT2E-R1451244,DS-STANDARD,PLAYER511,2021-12-31,2022-01-24,12,2022-12-31,OUT_OF_WARRANTY,Purchased
CTRL-0580,DualSense Wireless Controller,ZCT1W-M7078057,DS-STANDARD,PLAYER512,2021-01-04,2021-01-23,12,2022-01-04,OUT_OF_WARRANTY,Purchased
CTRL-0581,DualSense Wireless Controller,ZCT2E-C4859992,DS-STANDARD,PLAYER513,2022-01-20,2022-01-21,12,2023-01-20,OUT_OF_WARRANTY,Purchased
CTRL-0582,DualSense Edge Wireless Controller,ZCT1W-K8304810,DS-EDGE,PLAYER514,2021-07-10,2021-07-20,12,2022-07-10,OUT_OF_WARRANTY,Purchased
CTRL-0583,DualSense Edge Wireless Controller,ZCT2E-W4017812,DS-EDGE,PLAYER514,2022-08-07,2022-08-16,12,2023-08-07,OUT_OF_WARRANTY,Purchased
CTRL-0584,DualSense Limited Edition Controller,ZCT2E-X9064003,DS-LIMITED,PLAYER515,2023-05-14,2023-05-19,12,2024-05-13,OUT_OF_WARRANTY,Purchased
CTRL-0585,DualSense Edge Wireless Controller,ZCT1W-N9679668,DS-EDGE,PLAYER516,2021-08-06,2021-08-20,12,2022-08-06,OUT_OF_WARRANTY,Purchased
CTRL-0586,DualSense Wireless Controller,ZCT1W-M2701295,DS-STANDARD,PLAYER517,2023-04-09,2023-05-04,12,2024-04-08,OUT_OF_WARRANTY,Purchased
CTRL-0587,DualSense Wireless Controller,ZCT1W-F6352364,DS-STANDARD,PLAYER518,2023-11-05,2023-11-17,12,2024-11-04,IN_WARRANTY,Purchased
CTRL-0588,DualSense Wireless Controller,ZCT2E-A9156065,DS-STANDARD,PLAYER519,2023-04-03,2023-04-16,12,2024-04-02,OUT_OF_WARRANTY,Purchased
CTRL-0589,DualSense Edge Wireless Controller,ZCT1W-K8130001,DS-EDGE,PLAYER520,2022-06-14,2022-07-07,12,2023-06-14,OUT_OF_WARRANTY,Purchased
CTRL-0590,DualSense Wireless Controller,ZCT1W-V8554276,DS-STANDARD,PLAYER521,2023-08-28,2023-09-19,12,2024-08-27,IN_WARRANTY,Purchased
CTRL-0591,DualSense Wireless Controller,ZCT2E-T7121365,DS-STANDARD,PLAYER521,2022-01-02,2022-01-15,12,2023-01-02,OUT_OF_WARRANTY,Purchased
CTRL-0592,DualSense Wireless Controller,ZCT2E-X2342330,DS-STANDARD,PLAYER522,2022-11-22,2022-12-22,12,2023-11-22,OUT_OF_WARRANTY,Purchased
CTRL-0593,DualSense Wireless Controller,ZCT2E-G9638526,DS-STANDARD,PLAYER523,2023-07-21,2023-08-03,12,2024-07-20,IN_WARRANTY,Purchased
CTRL-0594,DualSense Limited Edition Controller,ZCT1W-Q5726375,DS-LIMITED,PLAYER524,2023-09-30,2023-10-14,12,2024-09-29,IN_WARRANTY,Purchased
CTRL-0595,DualSense Wireless Controller,ZCT2E-B7195765,DS-STANDARD,PLAYER525,2022-11-23,2022-12-14,12,2023-11-23,OUT_OF_WARRANTY,Purchased
CTRL-0596,DualSense Wireless Controller,ZCT2E-A5483468,DS-STANDARD,PLAYER526,2023-01-01,2023-01-14,12,2024-01-01,OUT_OF_WARRANTY,Purchased
CTRL-0597,DualSense Wireless Controller,ZCT1W-Q6446430,DS-STANDARD,PLAYER527,2021-03-14,2021-04-02,12,2022-03-14,OUT_OF_WARRANTY,Purchased
CTRL-0598,DualSense Wireless Controller,ZCT1W-M1614253,DS-STANDARD,PLAYER528,2023-03-23,2023-03-30,12,2024-03-22,OUT_OF_WARRANTY,Purchased
CTRL-0599,DualSense Edge Wireless Controller,ZCT1W-C9975562,DS-EDGE,PLAYER529,2021-07-13,2021-07-17,12,2022-07-13,OUT_OF_WARRANTY,Purchased
CTRL-0600,DualSense Wireless Controller,ZCT1W-W9278722,DS-STANDARD,PLAYER530,2022-07-17,2022-07-28,12,2023-07-17,OUT_OF_WARRANTY,Purchased
CTRL-0601,DualSense Wireless Controller,ZCT2E-V5095330,DS-STANDARD,PLAYER531,2023-12-09,2023-12-27,12,2024-12-08,IN_WARRANTY,Purchased
CTRL-0602,DualSense Wireless Controller,ZCT2E-B2284063,DS-STANDARD,PLAYER532,2021-03-20,2021-03-24,12,2022-03-20,OUT_OF_WARRANTY,Purchased
CTRL-0603,DualSense Wireless Controller,ZCT1W-N9600542,DS-STANDARD,PLAYER532,2021-06-11,2021-06-21,12,2022-06-11,OUT_OF_WARRANTY,Purchased
CTRL-0604,DualSense Limited Edition Controller,ZCT2E-P7723294,DS-LIMITED,PLAYER533,2022-06-11,2022-07-04,12,2023-06-11,OUT_OF_WARRANTY,Purchased
CTRL-0605,DualSense Wireless Controller,ZCT1W-P2953294,DS-STANDARD,PLAYER534,2022-06-19,2022-06-28,12,2023-06-19,OUT_OF_WARRANTY,Purchased
CTRL-0606,DualSense Wireless Controller,ZCT1W-B7278644,DS-STANDARD,PLAYER535,2022-03-17,2022-04-10,12,2023-03-17,OUT_OF_WARRANTY,Purchased
CTRL-0607,DualSense Wireless Controller,ZCT2E-J4115755,DS-STANDARD,PLAYER536,2021-04-04,2021-04-23,12,2022-04-04,OUT_OF_WARRANTY,Purchased
CTRL-0608,DualSense Wireless Controller,ZCT2E-F5780038,DS-STANDARD,PLAYER537,2023-04-14,2023-04-20,12,2024-04-13,OUT_OF_WARRANTY,Purchased
CTRL-0609,DualSense Wireless Controller,ZCT1W-P3177128,DS-STANDARD,PLAYER537,2023-08-06,2023-08-25,12,2024-08-05,IN_WARRANTY,Purchased
CTRL-0610,DualSense Wireless Controller,ZCT2E-D4713195,DS-STANDARD,PLAYER538,2022-10-27,2022-11-03,12,2023-10-27,OUT_OF_WARRANTY,Purchased
CTRL-0611,DualSense Wireless Controller,ZCT1W-V5829008,DS-STANDARD,PLAYER539,2023-08-02,2023-08-20,12,2024-08-01,IN_WARRANTY,Purchased
CTRL-0612,DualSense Wireless Controller,ZCT2E-W6515543,DS-STANDARD,PLAYER540,2023-09-02,2023-10-01,12,2024-09-01,IN_WARRANTY,Purchased
CTRL-0613,DualSense Wireless Controller,ZCT1W-L6714252,DS-STANDARD,PLAYER541,2023-06-30,2023-07-04,12,2024-06-29,IN_WARRANTY,Purchased
CTRL-0614,DualSense Wireless Controller,ZCT2E-R4533909,DS-STANDARD,PLAYER542,2021-12-15,2022-01-05,12,2022-12-15,OUT_OF_WARRANTY,Purchased
CTRL-0615,DualSense Limited Edition Controller,ZCT2E-J7760181,DS-LIMITED,PLAYER543,2021-06-10,2021-06-30,12,2022-06-10,OUT_OF_WARRANTY,Purchased
CTRL-0616,DualSense Wireless Controller,ZCT2E-T6793159,DS-STANDARD,PLAYER544,2023-12-21,2024-01-01,12,2024-12-20,IN_WARRANTY,Purchased
CTRL-0617,DualSense Wireless Controller,ZCT2E-K6290495,DS-STANDARD,PLAYER545,2023-08-16,2023-08-16,12,2024-08-15,IN_WARRANTY,Purchased
CTRL-0618,DualSense Wireless Controller,ZCT1W-V3797337,DS-STANDARD,PLAYER546,2023-06-03,2023-06-16,12,2024-06-02,OUT_OF_WARRANTY,Purchased
CTRL-0619,DualSense Wireless Controller,ZCT1W-K9233534,DS-STANDARD,PLAYER547,2023-02-08,2023-03-09,12,2024-02-08,OUT_OF_WARRANTY,Purchased
